TRANSAKCIJE;MERITVE;LETO;DATA
Domača potrošnja;Tekoče cene (mio EUR);1995;10805.037016
Domača potrošnja;Tekoče cene (mio EUR);1996;12278.192038
Domača potrošnja;Tekoče cene (mio EUR);1997;13969.80988
Domača potrošnja;Tekoče cene (mio EUR);1998;15550.7751
Domača potrošnja;Tekoče cene (mio EUR);1999;17895.275212
Domača potrošnja;Tekoče cene (mio EUR);2000;19425.228534
Domača potrošnja;Tekoče cene (mio EUR);2001;21157.671353
Domača potrošnja;Tekoče cene (mio EUR);2002;23039.241014
Domača potrošnja;Tekoče cene (mio EUR);2003;25457.650678
Domača potrošnja;Tekoče cene (mio EUR);2004;27820.65137
Domača potrošnja;Tekoče cene (mio EUR);2005;29092.084369
Domača potrošnja;Tekoče cene (mio EUR);2006;31309.535033
Domača potrošnja;Tekoče cene (mio EUR);2007;35403.037742
Domača potrošnja;Tekoče cene (mio EUR);2008;38540.395654
Domača potrošnja;Tekoče cene (mio EUR);2009;35313.193287
Domača potrošnja;Tekoče cene (mio EUR);2010;35663.203086
Domača potrošnja;Tekoče cene (mio EUR);2011;36328.491102
Domača potrošnja;Tekoče cene (mio EUR);2012;34699.529877
Domača potrošnja;Tekoče cene (mio EUR);2013;34329.629964
Domača potrošnja;Tekoče cene (mio EUR);2014;34724.141679
Domača potrošnja;Tekoče cene (mio EUR);2015;35372.046281
Domača potrošnja;Tekoče cene (mio EUR);2016;36558.1294
Domača potrošnja;Tekoče cene (mio EUR);2017;38762.831264
Domača potrošnja;Tekoče cene (mio EUR);2018;41587.317794
Domača potrošnja;Tekoče cene (mio EUR);2019;43981.365666
Domača potrošnja;Tekoče cene (mio EUR);2020;42534.74458
Domača potrošnja;Tekoče cene (mio EUR);2021;48967.898371
Domača potrošnja;Tekoče cene (mio EUR);2022;55915.299234
Domača potrošnja;Tekoče cene (mio EUR);2023;59856.018496
Domača potrošnja;Tekoče cene (mio EUR);2024;62557.02957
Domača potrošnja;Tekoče cene (% od BDP);1995;102.239804
Domača potrošnja;Tekoče cene (% od BDP);1996;101.249653
Domača potrošnja;Tekoče cene (% od BDP);1997;101.139689
Domača potrošnja;Tekoče cene (% od BDP);1998;101.698567
Domača potrošnja;Tekoče cene (% od BDP);1999;104.349069
Domača potrošnja;Tekoče cene (% od BDP);2000;103.701215
Domača potrošnja;Tekoče cene (% od BDP);2001;101.051254
Domača potrošnja;Tekoče cene (% od BDP);2002;98.997151
Domača potrošnja;Tekoče cene (% od BDP);2003;100.320401
Domača potrošnja;Tekoče cene (% od BDP);2004;101.457904
Domača potrošnja;Tekoče cene (% od BDP);2005;100.644677
Domača potrošnja;Tekoče cene (% od BDP);2006;100.048234
Domača potrošnja;Tekoče cene (% od BDP);2007;101.3342
Domača potrošnja;Tekoče cene (% od BDP);2008;102.115259
Domača potrošnja;Tekoče cene (% od BDP);2009;98.556654
Domača potrošnja;Tekoče cene (% od BDP);2010;98.924918
Domača potrošnja;Tekoče cene (% od BDP);2011;98.766463
Domača potrošnja;Tekoče cene (% od BDP);2012;96.565751
Domača potrošnja;Tekoče cene (% od BDP);2013;95.250897
Domača potrošnja;Tekoče cene (% od BDP);2014;93.166812
Domača potrošnja;Tekoče cene (% od BDP);2015;91.890027
Domača potrošnja;Tekoče cene (% od BDP);2016;91.365275
Domača potrošnja;Tekoče cene (% od BDP);2017;90.938174
Domača potrošnja;Tekoče cene (% od BDP);2018;91.476221
Domača potrošnja;Tekoče cene (% od BDP);2019;91.330159
Domača potrošnja;Tekoče cene (% od BDP);2020;91.005409
Domača potrošnja;Tekoče cene (% od BDP);2021;94.128042
Domača potrošnja;Tekoče cene (% od BDP);2022;98.254275
Domača potrošnja;Tekoče cene (% od BDP);2023;93.596339
Domača potrošnja;Tekoče cene (% od BDP);2024;93.413119
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);1996;11091.057767
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);1997;12926.152639
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);1998;14556.014114
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);1999;16845.171236
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2000;18090.718385
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2001;19643.776959
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2002;21621.307339
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2003;24174.803044
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2004;26743.551615
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2005;28294.283011
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2006;30521.206206
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2007;34199.459143
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2008;36578.073193
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2009;35062.832358
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2010;34975.731149
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2011;35491.186662
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2012;34249.538343
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2013;34110.886802
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2014;34753.810024
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2015;35436.842015
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2016;36391.99375
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2017;38134.742053
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2018;40688.711134
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2019;43073.227005
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2020;42156.519209
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2021;46919.27003
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2022;51148.577459
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2023;55829.773183
Domača potrošnja;Stalne cene predhodnega leta (mio EUR);2024;61102.369741
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1995;23401.069328
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1996;24020.520368
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1997;25288.16228
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1998;26349.309705
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1999;28542.540876
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2000;28854.268117
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2001;29178.900326
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2002;29818.30851
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2003;31287.998372
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2004;32868.398188
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2005;33427.965007
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2006;35070.082985
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2007;38307.112161
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2008;39578.53455
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2009;36007.298274
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2010;35663.203086
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2011;35491.186662
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2012;33460.149914
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2013;32892.53169
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2014;33298.954832
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2015;33982.403727
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2016;34962.281069
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2017;36470.070872
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2018;38282.037983
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2019;39649.849995
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2020;38004.723992
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2021;41922.290236
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2022;43789.208456
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2023;43722.230042
Domača potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2024;44632.635665
Domača potrošnja;Letna sprememba obsega (%);1995;"""..."""
Domača potrošnja;Letna sprememba obsega (%);1996;2.647106
Domača potrošnja;Letna sprememba obsega (%);1997;5.277329
Domača potrošnja;Letna sprememba obsega (%);1998;4.196222
Domača potrošnja;Letna sprememba obsega (%);1999;8.323676
Domača potrošnja;Letna sprememba obsega (%);2000;1.09215
Domača potrošnja;Letna sprememba obsega (%);2001;1.125075
Domača potrošnja;Letna sprememba obsega (%);2002;2.191337
Domača potrošnja;Letna sprememba obsega (%);2003;4.928817
Domača potrošnja;Letna sprememba obsega (%);2004;5.051137
Domača potrošnja;Letna sprememba obsega (%);2005;1.702446
Domača potrošnja;Letna sprememba obsega (%);2006;4.912408
Domača potrošnja;Letna sprememba obsega (%);2007;9.230173
Domača potrošnja;Letna sprememba obsega (%);2008;3.319024
Domača potrošnja;Letna sprememba obsega (%);2009;-9.023164
Domača potrošnja;Letna sprememba obsega (%);2010;-0.955626
Domača potrošnja;Letna sprememba obsega (%);2011;-0.482336
Domača potrošnja;Letna sprememba obsega (%);2012;-5.722651
Domača potrošnja;Letna sprememba obsega (%);2013;-1.696401
Domača potrošnja;Letna sprememba obsega (%);2014;1.235609
Domača potrošnja;Letna sprememba obsega (%);2015;2.052464
Domača potrošnja;Letna sprememba obsega (%);2016;2.883484
Domača potrošnja;Letna sprememba obsega (%);2017;4.312619
Domača potrošnja;Letna sprememba obsega (%);2018;4.968367
Domača potrošnja;Letna sprememba obsega (%);2019;3.572986
Domača potrošnja;Letna sprememba obsega (%);2020;-4.149136
Domača potrošnja;Letna sprememba obsega (%);2021;10.308103
Domača potrošnja;Letna sprememba obsega (%);2022;4.453283
Domača potrošnja;Letna sprememba obsega (%);2023;-0.152956
Domača potrošnja;Letna sprememba obsega (%);2024;2.082249
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1996;2.706396
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1997;5.343277
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1998;4.244046
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1999;8.465059
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2000;1.139648
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2001;1.166717
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2002;2.214374
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2003;4.879388
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2004;5.067321
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2005;1.727266
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2006;4.944077
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2007;9.234625
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2008;3.363307
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2009;-9.214028
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2010;-0.941833
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2011;-0.47715
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2012;-5.65206
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2013;-1.638142
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2014;1.176929
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2015;1.912215
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2016;2.649635
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2017;3.940236
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2018;4.518143
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2019;3.268433
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2020;-3.789412
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2021;9.380932
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2022;4.191788
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2023;-0.150286
Domača potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2024;1.948909
Domača potrošnja;Implicitni deflator (predhodno leto=100);1995;"""..."""
Domača potrošnja;Implicitni deflator (predhodno leto=100);1996;110.703526
Domača potrošnja;Implicitni deflator (predhodno leto=100);1997;108.073998
Domača potrošnja;Implicitni deflator (predhodno leto=100);1998;106.83402
Domača potrošnja;Implicitni deflator (predhodno leto=100);1999;106.233858
Domača potrošnja;Implicitni deflator (predhodno leto=100);2000;107.376767
Domača potrošnja;Implicitni deflator (predhodno leto=100);2001;107.706738
Domača potrošnja;Implicitni deflator (predhodno leto=100);2002;106.558039
Domača potrošnja;Implicitni deflator (predhodno leto=100);2003;105.306548
Domača potrošnja;Implicitni deflator (predhodno leto=100);2004;104.027512
Domača potrošnja;Implicitni deflator (predhodno leto=100);2005;102.819656
Domača potrošnja;Implicitni deflator (predhodno leto=100);2006;102.582889
Domača potrošnja;Implicitni deflator (predhodno leto=100);2007;103.519291
Domača potrošnja;Implicitni deflator (predhodno leto=100);2008;105.364751
Domača potrošnja;Implicitni deflator (predhodno leto=100);2009;100.714035
Domača potrošnja;Implicitni deflator (predhodno leto=100);2010;101.965568
Domača potrošnja;Implicitni deflator (predhodno leto=100);2011;102.35919
Domača potrošnja;Implicitni deflator (predhodno leto=100);2012;101.313862
Domača potrošnja;Implicitni deflator (predhodno leto=100);2013;100.641271
Domača potrošnja;Implicitni deflator (predhodno leto=100);2014;99.914633
Domača potrošnja;Implicitni deflator (predhodno leto=100);2015;99.817152
Domača potrošnja;Implicitni deflator (predhodno leto=100);2016;100.456517
Domača potrošnja;Implicitni deflator (predhodno leto=100);2017;101.647026
Domača potrošnja;Implicitni deflator (predhodno leto=100);2018;102.208491
Domača potrošnja;Implicitni deflator (predhodno leto=100);2019;102.10836
Domača potrošnja;Implicitni deflator (predhodno leto=100);2020;100.897193
Domača potrošnja;Implicitni deflator (predhodno leto=100);2021;104.366283
Domača potrošnja;Implicitni deflator (predhodno leto=100);2022;109.319363
Domača potrošnja;Implicitni deflator (predhodno leto=100);2023;107.211645
Domača potrošnja;Implicitni deflator (predhodno leto=100);2024;102.380693
..Končna potrošnja;Tekoče cene (mio EUR);1995;8135.686483
..Končna potrošnja;Tekoče cene (mio EUR);1996;9244.639908
..Končna potrošnja;Tekoče cene (mio EUR);1997;10356.435084
..Končna potrošnja;Tekoče cene (mio EUR);1998;11389.481289
..Končna potrošnja;Tekoče cene (mio EUR);1999;12894.219526
..Končna potrošnja;Tekoče cene (mio EUR);2000;13982.202962
..Končna potrošnja;Tekoče cene (mio EUR);2001;15528.364829
..Končna potrošnja;Tekoče cene (mio EUR);2002;17057.942509
..Končna potrošnja;Tekoče cene (mio EUR);2003;18647.082111
..Končna potrošnja;Tekoče cene (mio EUR);2004;19855.676764
..Končna potrošnja;Tekoče cene (mio EUR);2005;20796.527913
..Končna potrošnja;Tekoče cene (mio EUR);2006;21741.39856
..Končna potrošnja;Tekoče cene (mio EUR);2007;23769.702195
..Končna potrošnja;Tekoče cene (mio EUR);2008;26030.686256
..Končna potrošnja;Tekoče cene (mio EUR);2009;26805.055378
..Končna potrošnja;Tekoče cene (mio EUR);2010;27530.09879
..Končna potrošnja;Tekoče cene (mio EUR);2011;28284.586645
..Končna potrošnja;Tekoče cene (mio EUR);2012;27922.120556
..Končna potrošnja;Tekoče cene (mio EUR);2013;27199.143801
..Končna potrošnja;Tekoče cene (mio EUR);2014;27364.896988
..Končna potrošnja;Tekoče cene (mio EUR);2015;27877.816368
..Končna potrošnja;Tekoče cene (mio EUR);2016;29016.486391
..Končna potrošnja;Tekoče cene (mio EUR);2017;30131.029378
..Končna potrošnja;Tekoče cene (mio EUR);2018;31785.233267
..Končna potrošnja;Tekoče cene (mio EUR);2019;33948.198126
..Končna potrošnja;Tekoče cene (mio EUR);2020;33098.35418
..Končna potrošnja;Tekoče cene (mio EUR);2021;37598.165613
..Končna potrošnja;Tekoče cene (mio EUR);2022;42018.725936
..Končna potrošnja;Tekoče cene (mio EUR);2023;45642.104964
..Končna potrošnja;Tekoče cene (mio EUR);2024;48390.457357
..Končna potrošnja;Tekoče cene (% od BDP);1995;76.981781
..Končna potrošnja;Tekoče cene (% od BDP);1996;76.234073
..Končna potrošnja;Tekoče cene (% od BDP);1997;74.979304
..Končna potrošnja;Tekoče cene (% od BDP);1998;74.484642
..Končna potrošnja;Tekoče cene (% od BDP);1999;75.187433
..Končna potrošnja;Tekoče cene (% od BDP);2000;74.643726
..Končna potrošnja;Tekoče cene (% od BDP);2001;74.165097
..Končna potrošnja;Tekoče cene (% od BDP);2002;73.296152
..Končna potrošnja;Tekoče cene (% od BDP);2003;73.482144
..Končna potrošnja;Tekoče cene (% od BDP);2004;72.41079
..Končna potrošnja;Tekoče cene (% od BDP);2005;71.946025
..Končna potrošnja;Tekoče cene (% od BDP);2006;69.473677
..Končna potrošnja;Tekoče cene (% od BDP);2007;68.036076
..Končna potrošnja;Tekoče cene (% od BDP);2008;68.969979
..Končna potrošnja;Tekoče cene (% od BDP);2009;74.811036
..Končna potrošnja;Tekoče cene (% od BDP);2010;76.364783
..Končna potrošnja;Tekoče cene (% od BDP);2011;76.897457
..Končna potrošnja;Tekoče cene (% od BDP);2012;77.704815
..Končna potrošnja;Tekoče cene (% od BDP);2013;75.46667
..Končna potrošnja;Tekoče cene (% od BDP);2014;73.421547
..Končna potrošnja;Tekoče cene (% od BDP);2015;72.421405
..Končna potrošnja;Tekoče cene (% od BDP);2016;72.517366
..Končna potrošnja;Tekoče cene (% od BDP);2017;70.687839
..Končna potrošnja;Tekoče cene (% od BDP);2018;69.915377
..Končna potrošnja;Tekoče cene (% od BDP);2019;70.495635
..Končna potrošnja;Tekoče cene (% od BDP);2020;70.815737
..Končna potrošnja;Tekoče cene (% od BDP);2021;72.27269
..Končna potrošnja;Tekoče cene (% od BDP);2022;73.835238
..Končna potrošnja;Tekoče cene (% od BDP);2023;71.370165
..Končna potrošnja;Tekoče cene (% od BDP);2024;72.258922
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);1996;8324.352834
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);1997;9539.513517
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);1998;10651.768217
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);1999;12070.565841
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2000;12956.02864
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2001;14314.089244
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2002;15882.123018
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2003;17657.272652
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2004;19212.991019
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2005;20317.280431
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2006;21183.314583
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2007;22928.469684
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2008;24552.067696
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2009;26595.280381
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2010;26992.767723
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2011;27598.922517
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2012;27582.735167
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2013;26994.036501
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2014;27411.484403
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2015;28020.859481
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2016;28891.580794
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2017;29619.019022
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2018;31066.953292
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2019;33235.467772
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2020;32770.666138
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2021;36168.233015
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2022;38936.121881
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2023;42324.616451
..Končna potrošnja;Stalne cene predhodnega leta (mio EUR);2024;47225.030992
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1995;18250.121023
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1996;18673.34084
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1997;19268.958999
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1998;19818.449436
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);1999;21003.581525
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2000;21104.26329
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2001;21605.201197
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2002;22097.398342
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2003;22873.789569
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2004;23567.972242
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2005;24115.879148
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2006;24564.401162
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2007;25905.607029
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2008;26758.274557
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2009;27338.649753
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2010;27530.09879
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2011;27598.922517
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2012;26914.085054
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2013;26019.506394
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2014;26222.637702
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2015;26851.219158
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2016;27827.651833
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2017;28405.498098
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2018;29287.82391
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2019;30624.111502
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2020;29561.879252
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2021;32303.749344
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2022;33453.300212
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2023;33696.835613
..Končna potrošnja;Stalne cene, referenčno leto 2010 (mio EUR);2024;34865.484565
..Končna potrošnja;Letna sprememba obsega (%);1995;"""..."""
..Končna potrošnja;Letna sprememba obsega (%);1996;2.318997
..Končna potrošnja;Letna sprememba obsega (%);1997;3.189671
..Končna potrošnja;Letna sprememba obsega (%);1998;2.851687
..Končna potrošnja;Letna sprememba obsega (%);1999;5.979944
..Končna potrošnja;Letna sprememba obsega (%);2000;0.479355
..Končna potrošnja;Letna sprememba obsega (%);2001;2.373634
..Končna potrošnja;Letna sprememba obsega (%);2002;2.278142
..Končna potrošnja;Letna sprememba obsega (%);2003;3.513496
..Končna potrošnja;Letna sprememba obsega (%);2004;3.034839
..Končna potrošnja;Letna sprememba obsega (%);2005;2.324794
..Končna potrošnja;Letna sprememba obsega (%);2006;1.859862
..Končna potrošnja;Letna sprememba obsega (%);2007;5.459958
..Končna potrošnja;Letna sprememba obsega (%);2008;3.29144
..Končna potrošnja;Letna sprememba obsega (%);2009;2.168956
..Končna potrošnja;Letna sprememba obsega (%);2010;0.700287
..Končna potrošnja;Letna sprememba obsega (%);2011;0.249994
..Končna potrošnja;Letna sprememba obsega (%);2012;-2.481392
..Končna potrošnja;Letna sprememba obsega (%);2013;-3.323831
..Končna potrošnja;Letna sprememba obsega (%);2014;0.780689
..Končna potrošnja;Letna sprememba obsega (%);2015;2.397095
..Končna potrošnja;Letna sprememba obsega (%);2016;3.636456
..Končna potrošnja;Letna sprememba obsega (%);2017;2.076518
..Končna potrošnja;Letna sprememba obsega (%);2018;3.10618
..Končna potrošnja;Letna sprememba obsega (%);2019;4.562605
..Končna potrošnja;Letna sprememba obsega (%);2020;-3.468614
..Končna potrošnja;Letna sprememba obsega (%);2021;9.27502
..Končna potrošnja;Letna sprememba obsega (%);2022;3.558568
..Končna potrošnja;Letna sprememba obsega (%);2023;0.727986
..Končna potrošnja;Letna sprememba obsega (%);2024;3.468127
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1996;1.785205
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1997;2.431616
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1998;2.138175
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);1999;4.45414
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2000;0.360415
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2001;1.771769
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2002;1.689586
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2003;2.575257
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2004;2.230065
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2005;1.683402
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2006;1.338097
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2007;3.793233
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2008;2.239367
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2009;1.495928
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2010;0.523892
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2011;0.190908
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2012;-1.908127
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2013;-2.582777
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2014;0.58916
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2015;1.759984
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2016;2.633572
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2017;1.505836
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2018;2.195691
..Končna potrošnja;Prispevek k letni rasti obsega BDP (odstotne točke);2019;3.189962
