TRANSAKCIJE;MERITVE;LETO;DATA
....Končna potrošnja države;Tekoče cene (% od BDP);2000;18.583112
....Končna potrošnja države;Tekoče cene (% od BDP);2001;19.012359
....Končna potrošnja države;Tekoče cene (% od BDP);2002;18.865
....Končna potrošnja države;Tekoče cene (% od BDP);2003;18.925079
....Končna potrošnja države;Tekoče cene (% od BDP);2004;18.956157
....Končna potrošnja države;Tekoče cene (% od BDP);2005;19.041875
....Končna potrošnja države;Tekoče cene (% od BDP);2006;18.744086
....Končna potrošnja države;Tekoče cene (% od BDP);2007;17.526174
....Končna potrošnja države;Tekoče cene (% od BDP);2008;18.268703
....Končna potrošnja države;Tekoče cene (% od BDP);2009;20.405559
....Končna potrošnja države;Tekoče cene (% od BDP);2010;20.600916
....Končna potrošnja države;Tekoče cene (% od BDP);2011;20.73296
....Končna potrošnja države;Tekoče cene (% od BDP);2012;20.493647
....Končna potrošnja države;Tekoče cene (% od BDP);2013;19.835262
....Končna potrošnja države;Tekoče cene (% od BDP);2014;19.049753
....Končna potrošnja države;Tekoče cene (% od BDP);2015;18.952232
....Končna potrošnja države;Tekoče cene (% od BDP);2016;19.221545
....Končna potrošnja države;Tekoče cene (% od BDP);2017;18.6134
....Končna potrošnja države;Tekoče cene (% od BDP);2018;18.408797
....Končna potrošnja države;Tekoče cene (% od BDP);2019;18.4797
....Končna potrošnja države;Tekoče cene (% od BDP);2020;20.718827
....Končna potrošnja države;Tekoče cene (% od BDP);2021;20.828158
....Končna potrošnja države;Tekoče cene (% od BDP);2022;19.409517
....Končna potrošnja države;Tekoče cene (% od BDP);2023;19.229616
....Končna potrošnja države;Tekoče cene (% od BDP);2024;20.564448
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1996;1939.817828
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1997;2250.355515
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1998;2529.078565
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1999;2817.308558
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2000;3184.814257
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2001;3575.296766
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2002;4102.291299
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2003;4504.655987
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2004;4978.858204
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2005;5348.825464
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2006;5675.234509
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2007;5970.36175
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2008;6428.077895
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2009;7053.058821
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2010;7298.237013
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2011;7385.707051
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2012;7427.71547
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2013;7217.922953
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2014;7133.869177
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2015;7268.191981
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2016;7466.772851
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2017;7758.799138
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2018;8114.106189
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2019;8531.664182
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2020;9262.07389
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2021;10283.791556
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2022;10755.126797
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2023;11305.999205
....Končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2024;13337.896181
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1995;4724.899222
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1996;4851.97461
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1997;5058.8635
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1998;5242.318249
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1999;5472.069351
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2000;5698.295065
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2001;5852.700533
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2002;6031.434647
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2003;6188.422886
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2004;6415.684225
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2005;6601.911401
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2006;6807.062872
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2007;6928.336162
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2008;7273.41707
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2009;7440.16821
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2010;7426.790663
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2011;7385.707051
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2012;7193.631083
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2013;7050.837012
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2014;7036.032222
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2015;7202.687607
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2016;7371.830514
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2017;7436.674136
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2018;7605.441996
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2019;7753.184356
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2020;8069.357155
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2021;8569.400038
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2022;8505.946531
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2023;8706.381002
....Končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2024;9442.900593
....Končna potrošnja države;Letna sprememba obsega (%);1995;"""..."""
....Končna potrošnja države;Letna sprememba obsega (%);1996;2.689484
....Končna potrošnja države;Letna sprememba obsega (%);1997;4.264014
....Končna potrošnja države;Letna sprememba obsega (%);1998;3.626402
....Končna potrošnja države;Letna sprememba obsega (%);1999;4.382624
....Končna potrošnja države;Letna sprememba obsega (%);2000;4.134189
....Končna potrošnja države;Letna sprememba obsega (%);2001;2.709678
....Končna potrošnja države;Letna sprememba obsega (%);2002;3.053874
....Končna potrošnja države;Letna sprememba obsega (%);2003;2.602834
....Končna potrošnja države;Letna sprememba obsega (%);2004;3.672363
....Končna potrošnja države;Letna sprememba obsega (%);2005;2.902686
....Končna potrošnja države;Letna sprememba obsega (%);2006;3.107456
....Končna potrošnja države;Letna sprememba obsega (%);2007;1.78158
....Končna potrošnja države;Letna sprememba obsega (%);2008;4.980718
....Končna potrošnja države;Letna sprememba obsega (%);2009;2.292611
....Končna potrošnja države;Letna sprememba obsega (%);2010;-0.179802
....Končna potrošnja države;Letna sprememba obsega (%);2011;-0.553181
....Končna potrošnja države;Letna sprememba obsega (%);2012;-2.600644
....Končna potrošnja države;Letna sprememba obsega (%);2013;-1.985007
....Končna potrošnja države;Letna sprememba obsega (%);2014;-0.209972
....Končna potrošnja države;Letna sprememba obsega (%);2015;2.368599
....Končna potrošnja države;Letna sprememba obsega (%);2016;2.34833
....Končna potrošnja države;Letna sprememba obsega (%);2017;0.879614
....Končna potrošnja države;Letna sprememba obsega (%);2018;2.2694
....Končna potrošnja države;Letna sprememba obsega (%);2019;1.942587
....Končna potrošnja države;Letna sprememba obsega (%);2020;4.077973
....Končna potrošnja države;Letna sprememba obsega (%);2021;6.196812
....Končna potrošnja države;Letna sprememba obsega (%);2022;-0.740466
....Končna potrošnja države;Letna sprememba obsega (%);2023;2.356404
....Končna potrošnja države;Letna sprememba obsega (%);2024;8.459538
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1996;0.480726
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1997;0.758917
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1998;0.640765
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1999;0.773576
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2000;0.737278
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2001;0.503543
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2002;0.580614
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2003;0.491025
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2004;0.694998
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2005;0.550238
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2006;0.591718
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2007;0.333941
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2008;0.872929
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2009;0.41883
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2010;-0.03669
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2011;-0.11396
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2012;-0.539191
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2013;-0.4068
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2014;-0.041649
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2015;0.451212
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2016;0.445061
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2017;0.169075
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2018;0.422412
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2019;0.357607
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2020;0.753597
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2021;1.283907
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2022;-0.154225
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2023;0.457367
....Končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2024;1.626737
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);1995;"""..."""
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);1996;111.264276
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);1997;108.452799
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);1998;106.719525
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);1999;108.55663
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2000;109.299108
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2001;111.339708
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2002;107.022669
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2003;106.611764
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2004;104.400351
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2005;102.904725
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2006;103.358844
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2007;102.558331
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2008;107.263537
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2009;103.662584
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2010;101.761434
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2011;103.25405
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2012;99.143551
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2013;99.043449
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2014;99.525528
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2015;100.375053
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2016;103.004965
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2017;102.258748
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2018;103.142443
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2019;104.30753
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2020;104.552289
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2021;105.363464
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2022;102.70188
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2023;108.770377
....Končna potrošnja države;Implicitni deflator (predhodno leto=100);2024;103.251881
......Individualna končna potrošnja države;Tekoče cene (mio EUR);1995;1166.267778
......Individualna končna potrošnja države;Tekoče cene (mio EUR);1996;1308.676158
......Individualna končna potrošnja države;Tekoče cene (mio EUR);1997;1475.569373
......Individualna končna potrošnja države;Tekoče cene (mio EUR);1998;1640.275596
......Individualna končna potrošnja države;Tekoče cene (mio EUR);1999;1830.915824
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2000;2076.960454
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2001;2391.42053
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2002;2649.117859
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2003;2871.12323
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2004;3125.921444
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2005;3285.622386
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2006;3483.38002
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2007;3626.841829
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2008;4039.425133
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2009;4323.311603
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2010;4460.781588
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2011;4541.875543
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2012;4411.408342
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2013;4255.817719
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2014;4208.038599
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2015;4339.396813
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2016;4558.745699
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2017;4749.810144
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2018;5040.083646
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2019;5360.783319
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2020;5910.196662
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2021;6663.63003
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2022;6798.159894
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2023;7407.8133
......Individualna končna potrošnja države;Tekoče cene (mio EUR);2024;8499.974613
......Individualna končna potrošnja države;Tekoče cene (% od BDP);1995;11.0355
......Individualna končna potrošnja države;Tekoče cene (% od BDP);1996;10.791736
......Individualna končna potrošnja države;Tekoče cene (% od BDP);1997;10.682939
......Individualna končna potrošnja države;Tekoče cene (% od BDP);1998;10.727033
......Individualna končna potrošnja države;Tekoče cene (% od BDP);1999;10.676246
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2000;11.087814
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2001;11.421675
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2002;11.382976
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2003;11.314172
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2004;11.399785
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2005;11.36668
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2006;11.130987
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2007;10.381118
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2008;10.702717
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2009;12.06606
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2010;12.373607
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2011;12.348021
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2012;12.276563
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2013;11.80818
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2014;11.290403
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2015;11.272949
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2016;11.393117
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2017;11.143125
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2018;11.08626
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2019;11.132014
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2020;12.645189
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2021;12.809095
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2022;11.945716
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2023;11.583534
......Individualna končna potrošnja države;Tekoče cene (% od BDP);2024;12.692565
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1995;"""..."""
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1996;1176.585146
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1997;1334.528603
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1998;1521.985413
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);1999;1686.969932
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2000;1868.688597
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2001;2133.127056
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2002;2481.586943
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2003;2682.738752
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2004;2975.755474
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2005;3191.146181
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2006;3366.745503
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2007;3522.682035
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2008;3746.3646
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2009;4151.316839
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2010;4359.773425
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2011;4501.332119
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2012;4453.390144
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2013;4307.912551
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2014;4228.647247
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2015;4300.56911
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2016;4433.623761
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2017;4634.620743
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2018;4921.97398
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2019;5159.419276
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2020;5608.750999
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2021;6312.878863
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2022;6715.229832
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2023;6747.85777
......Individualna končna potrošnja države;Stalne cene predhodnega leta (mio EUR);2024;8150.628984
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1995;3161.307231
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1996;3189.273683
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1997;3252.276681
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1998;3354.581464
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);1999;3450.077585
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2000;3521.254531
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2001;3616.478733
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2002;3752.834891
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2003;3800.463448
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2004;3938.963605
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2005;4021.153087
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2006;4120.436703
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2007;4166.926453
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2008;4304.247743
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2009;4423.475011
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2010;4460.781588
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2011;4501.332119
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2012;4413.636593
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2013;4310.088525
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2014;4282.571571
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2015;4376.740988
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2016;4471.778838
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2017;4546.20642
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2018;4710.99034
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2019;4822.533924
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2020;5045.604412
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2021;5389.378944
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2022;5431.111585
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2023;5390.924763
......Individualna končna potrošnja države;Stalne cene, referenčno leto 2010 (mio EUR);2024;5931.497709
......Individualna končna potrošnja države;Letna sprememba obsega (%);1995;"""..."""
......Individualna končna potrošnja države;Letna sprememba obsega (%);1996;0.884648
......Individualna končna potrošnja države;Letna sprememba obsega (%);1997;1.975465
......Individualna končna potrošnja države;Letna sprememba obsega (%);1998;3.145636
......Individualna končna potrošnja države;Letna sprememba obsega (%);1999;2.846737
......Individualna končna potrošnja države;Letna sprememba obsega (%);2000;2.063053
......Individualna končna potrošnja države;Letna sprememba obsega (%);2001;2.704269
......Individualna končna potrošnja države;Letna sprememba obsega (%);2002;3.770412
......Individualna končna potrošnja države;Letna sprememba obsega (%);2003;1.269135
......Individualna končna potrošnja države;Letna sprememba obsega (%);2004;3.644297
......Individualna končna potrošnja države;Letna sprememba obsega (%);2005;2.086576
......Individualna končna potrošnja države;Letna sprememba obsega (%);2006;2.469033
......Individualna končna potrošnja države;Letna sprememba obsega (%);2007;1.128272
......Individualna končna potrošnja države;Letna sprememba obsega (%);2008;3.295505
......Individualna končna potrošnja države;Letna sprememba obsega (%);2009;2.769991
......Individualna končna potrošnja države;Letna sprememba obsega (%);2010;0.843377
......Individualna končna potrošnja države;Letna sprememba obsega (%);2011;0.909045
......Individualna končna potrošnja države;Letna sprememba obsega (%);2012;-1.948213
......Individualna končna potrošnja države;Letna sprememba obsega (%);2013;-2.346094
......Individualna končna potrošnja države;Letna sprememba obsega (%);2014;-0.638431
......Individualna končna potrošnja države;Letna sprememba obsega (%);2015;2.198899
......Individualna končna potrošnja države;Letna sprememba obsega (%);2016;2.17143
......Individualna končna potrošnja države;Letna sprememba obsega (%);2017;1.664384
......Individualna končna potrošnja države;Letna sprememba obsega (%);2018;3.624647
......Individualna končna potrošnja države;Letna sprememba obsega (%);2019;2.367731
......Individualna končna potrošnja države;Letna sprememba obsega (%);2020;4.625587
......Individualna končna potrošnja države;Letna sprememba obsega (%);2021;6.813347
......Individualna končna potrošnja države;Letna sprememba obsega (%);2022;0.77435
......Individualna končna potrošnja države;Letna sprememba obsega (%);2023;-0.739937
......Individualna končna potrošnja države;Letna sprememba obsega (%);2024;10.027462
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1995;"""..."""
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1996;0.097625
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1997;0.213187
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1998;0.336046
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);1999;0.30537
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2000;0.220257
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2001;0.299844
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2002;0.430644
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2003;0.144465
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2004;0.412322
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2005;0.237865
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2006;0.280647
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2007;0.125588
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2008;0.34211
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2009;0.296464
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2010;0.101762
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2011;0.112482
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2012;-0.240566
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2013;-0.28802
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2014;-0.075387
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2015;0.248265
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2016;0.244784
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2017;0.189625
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2018;0.403899
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2019;0.262493
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2020;0.514921
......Individualna končna potrošnja države;Prispevek k letni rasti obsega BDP (odstotne točke);2021;0.861561
