STATISTIČNA REGIJA;STAROSTNI RAZRED;MESEC;DATA
SLOVENIJA;35-39;2019M08;129265
SLOVENIJA;35-39;2019M09;129484
SLOVENIJA;35-39;2019M10;129338
SLOVENIJA;35-39;2019M11;129206
SLOVENIJA;35-39;2019M12;129202
SLOVENIJA;35-39;2020M01;127288
SLOVENIJA;35-39;2020M02;127562
SLOVENIJA;35-39;2020M03;127108
SLOVENIJA;35-39;2020M04;125531
SLOVENIJA;35-39;2020M05;125070
SLOVENIJA;35-39;2020M06;124668
SLOVENIJA;35-39;2020M07;124255
SLOVENIJA;35-39;2020M08;123749
SLOVENIJA;35-39;2020M09;124290
SLOVENIJA;35-39;2020M10;124110
SLOVENIJA;35-39;2020M11;123582
SLOVENIJA;35-39;2020M12;123747
SLOVENIJA;35-39;2021M01;122543
SLOVENIJA;35-39;2021M02;122795
SLOVENIJA;35-39;2021M03;122993
SLOVENIJA;35-39;2021M04;122931
SLOVENIJA;35-39;2021M05;123050
SLOVENIJA;35-39;2021M06;123415
SLOVENIJA;35-39;2021M07;123258
SLOVENIJA;35-39;2021M08;123104
SLOVENIJA;35-39;2021M09;123463
SLOVENIJA;35-39;2021M10;123608
SLOVENIJA;35-39;2021M11;123576
SLOVENIJA;35-39;2021M12;123862
SLOVENIJA;35-39;2022M01;122854
SLOVENIJA;35-39;2022M02;122947
SLOVENIJA;35-39;2022M03;123144
SLOVENIJA;35-39;2022M04;123292
SLOVENIJA;35-39;2022M05;123570
SLOVENIJA;35-39;2022M06;123770
SLOVENIJA;35-39;2022M07;123755
SLOVENIJA;35-39;2022M08;123523
SLOVENIJA;35-39;2022M09;123839
SLOVENIJA;35-39;2022M10;123808
SLOVENIJA;35-39;2022M11;123763
SLOVENIJA;35-39;2022M12;124296
SLOVENIJA;35-39;2023M01;123402
SLOVENIJA;35-39;2023M02;123572
SLOVENIJA;35-39;2023M03;124004
SLOVENIJA;35-39;2023M04;124237
SLOVENIJA;35-39;2023M05;124238
SLOVENIJA;35-39;2023M06;124322
SLOVENIJA;35-39;2023M07;123898
SLOVENIJA;35-39;2023M08;123683
SLOVENIJA;35-39;2023M09;123999
SLOVENIJA;35-39;2023M10;123966
SLOVENIJA;35-39;2023M11;123878
SLOVENIJA;35-39;2023M12;124289
SLOVENIJA;35-39;2024M01;124274
SLOVENIJA;35-39;2024M02;124600
SLOVENIJA;35-39;2024M03;124653
SLOVENIJA;35-39;2024M04;124678
SLOVENIJA;35-39;2024M05;124554
SLOVENIJA;35-39;2024M06;124233
SLOVENIJA;35-39;2024M07;123705
SLOVENIJA;35-39;2024M08;123295
SLOVENIJA;35-39;2024M09;123465
SLOVENIJA;35-39;2024M10;123346
SLOVENIJA;35-39;2024M11;123180
SLOVENIJA;35-39;2024M12;122619
SLOVENIJA;35-39;2025M01;122132
SLOVENIJA;40-44;2010M01;129694
SLOVENIJA;40-44;2010M02;129438
SLOVENIJA;40-44;2010M03;129289
SLOVENIJA;40-44;2010M04;129631
SLOVENIJA;40-44;2010M05;129262
SLOVENIJA;40-44;2010M06;129098
SLOVENIJA;40-44;2010M07;128728
SLOVENIJA;40-44;2010M08;128308
SLOVENIJA;40-44;2010M09;128142
SLOVENIJA;40-44;2010M10;127606
SLOVENIJA;40-44;2010M11;127325
SLOVENIJA;40-44;2010M12;126625
SLOVENIJA;40-44;2011M01;126995
SLOVENIJA;40-44;2011M02;126695
SLOVENIJA;40-44;2011M03;126674
SLOVENIJA;40-44;2011M04;126946
SLOVENIJA;40-44;2011M05;126929
SLOVENIJA;40-44;2011M06;126644
SLOVENIJA;40-44;2011M07;125936
SLOVENIJA;40-44;2011M08;125695
SLOVENIJA;40-44;2011M09;125804
SLOVENIJA;40-44;2011M10;125433
SLOVENIJA;40-44;2011M11;125005
SLOVENIJA;40-44;2011M12;124011
SLOVENIJA;40-44;2012M01;123164
SLOVENIJA;40-44;2012M02;123067
SLOVENIJA;40-44;2012M03;123247
SLOVENIJA;40-44;2012M04;123625
SLOVENIJA;40-44;2012M05;123477
SLOVENIJA;40-44;2012M06;123306
SLOVENIJA;40-44;2012M07;122830
SLOVENIJA;40-44;2012M08;122715
SLOVENIJA;40-44;2012M09;122787
SLOVENIJA;40-44;2012M10;122652
SLOVENIJA;40-44;2012M11;122129
SLOVENIJA;40-44;2012M12;121063
SLOVENIJA;40-44;2013M01;120302
SLOVENIJA;40-44;2013M02;119950
SLOVENIJA;40-44;2013M03;120131
SLOVENIJA;40-44;2013M04;120665
SLOVENIJA;40-44;2013M05;120821
SLOVENIJA;40-44;2013M06;121059
SLOVENIJA;40-44;2013M07;120958
SLOVENIJA;40-44;2013M08;120946
SLOVENIJA;40-44;2013M09;121133
SLOVENIJA;40-44;2013M10;121264
SLOVENIJA;40-44;2013M11;121305
SLOVENIJA;40-44;2013M12;120562
SLOVENIJA;40-44;2014M01;119041
SLOVENIJA;40-44;2014M02;119160
SLOVENIJA;40-44;2014M03;119725
SLOVENIJA;40-44;2014M04;120796
SLOVENIJA;40-44;2014M05;121175
SLOVENIJA;40-44;2014M06;121223
SLOVENIJA;40-44;2014M07;121130
SLOVENIJA;40-44;2014M08;121384
SLOVENIJA;40-44;2014M09;121892
SLOVENIJA;40-44;2014M10;121717
SLOVENIJA;40-44;2014M11;121675
SLOVENIJA;40-44;2014M12;120848
SLOVENIJA;40-44;2015M01;120238
SLOVENIJA;40-44;2015M02;120681
SLOVENIJA;40-44;2015M03;121570
SLOVENIJA;40-44;2015M04;121590
SLOVENIJA;40-44;2015M05;121924
SLOVENIJA;40-44;2015M06;122121
SLOVENIJA;40-44;2015M07;121982
SLOVENIJA;40-44;2015M08;122349
SLOVENIJA;40-44;2015M09;123154
SLOVENIJA;40-44;2015M10;123075
SLOVENIJA;40-44;2015M11;123247
SLOVENIJA;40-44;2015M12;122535
SLOVENIJA;40-44;2016M01;121648
SLOVENIJA;40-44;2016M02;122326
SLOVENIJA;40-44;2016M03;123225
SLOVENIJA;40-44;2016M04;123898
SLOVENIJA;40-44;2016M05;124519
SLOVENIJA;40-44;2016M06;124932
SLOVENIJA;40-44;2016M07;124849
SLOVENIJA;40-44;2016M08;125209
SLOVENIJA;40-44;2016M09;125868
SLOVENIJA;40-44;2016M10;126176
SLOVENIJA;40-44;2016M11;126407
SLOVENIJA;40-44;2016M12;125738
SLOVENIJA;40-44;2017M01;125451
SLOVENIJA;40-44;2017M02;125882
SLOVENIJA;40-44;2017M03;126757
SLOVENIJA;40-44;2017M04;127778
SLOVENIJA;40-44;2017M05;128510
SLOVENIJA;40-44;2017M06;128910
SLOVENIJA;40-44;2017M07;128535
SLOVENIJA;40-44;2017M08;128684
SLOVENIJA;40-44;2017M09;129199
SLOVENIJA;40-44;2017M10;129427
SLOVENIJA;40-44;2017M11;129796
SLOVENIJA;40-44;2017M12;129462
SLOVENIJA;40-44;2018M01;129311
SLOVENIJA;40-44;2018M02;129600
SLOVENIJA;40-44;2018M03;130238
SLOVENIJA;40-44;2018M04;130895
SLOVENIJA;40-44;2018M05;131382
SLOVENIJA;40-44;2018M06;131566
SLOVENIJA;40-44;2018M07;131480
SLOVENIJA;40-44;2018M08;131661
SLOVENIJA;40-44;2018M09;132444
SLOVENIJA;40-44;2018M10;133058
SLOVENIJA;40-44;2018M11;133313
SLOVENIJA;40-44;2018M12;133345
SLOVENIJA;40-44;2019M01;132850
SLOVENIJA;40-44;2019M02;133240
SLOVENIJA;40-44;2019M03;134026
SLOVENIJA;40-44;2019M04;134464
SLOVENIJA;40-44;2019M05;135163
SLOVENIJA;40-44;2019M06;135426
SLOVENIJA;40-44;2019M07;135303
SLOVENIJA;40-44;2019M08;135472
SLOVENIJA;40-44;2019M09;135934
SLOVENIJA;40-44;2019M10;136352
SLOVENIJA;40-44;2019M11;136368
SLOVENIJA;40-44;2019M12;136606
SLOVENIJA;40-44;2020M01;135277
SLOVENIJA;40-44;2020M02;135535
SLOVENIJA;40-44;2020M03;135301
SLOVENIJA;40-44;2020M04;134110
SLOVENIJA;40-44;2020M05;133967
SLOVENIJA;40-44;2020M06;134112
SLOVENIJA;40-44;2020M07;134251
SLOVENIJA;40-44;2020M08;134203
SLOVENIJA;40-44;2020M09;134645
SLOVENIJA;40-44;2020M10;134863
SLOVENIJA;40-44;2020M11;134684
SLOVENIJA;40-44;2020M12;134879
SLOVENIJA;40-44;2021M01;133996
SLOVENIJA;40-44;2021M02;134348
SLOVENIJA;40-44;2021M03;135107
SLOVENIJA;40-44;2021M04;135361
SLOVENIJA;40-44;2021M05;135652
SLOVENIJA;40-44;2021M06;136116
SLOVENIJA;40-44;2021M07;135965
SLOVENIJA;40-44;2021M08;135854
SLOVENIJA;40-44;2021M09;136236
SLOVENIJA;40-44;2021M10;136397
SLOVENIJA;40-44;2021M11;136423
SLOVENIJA;40-44;2021M12;136982
SLOVENIJA;40-44;2022M01;136242
SLOVENIJA;40-44;2022M02;136613
SLOVENIJA;40-44;2022M03;137013
SLOVENIJA;40-44;2022M04;137331
SLOVENIJA;40-44;2022M05;137357
SLOVENIJA;40-44;2022M06;137611
SLOVENIJA;40-44;2022M07;137659
SLOVENIJA;40-44;2022M08;137557
SLOVENIJA;40-44;2022M09;137889
SLOVENIJA;40-44;2022M10;137853
SLOVENIJA;40-44;2022M11;137718
SLOVENIJA;40-44;2022M12;138264
SLOVENIJA;40-44;2023M01;137326
SLOVENIJA;40-44;2023M02;137546
SLOVENIJA;40-44;2023M03;137727
SLOVENIJA;40-44;2023M04;137725
SLOVENIJA;40-44;2023M05;137802
SLOVENIJA;40-44;2023M06;138017
SLOVENIJA;40-44;2023M07;137586
SLOVENIJA;40-44;2023M08;137262
SLOVENIJA;40-44;2023M09;137332
SLOVENIJA;40-44;2023M10;137172
SLOVENIJA;40-44;2023M11;137036
SLOVENIJA;40-44;2023M12;137355
SLOVENIJA;40-44;2024M01;137271
SLOVENIJA;40-44;2024M02;137505
SLOVENIJA;40-44;2024M03;137669
SLOVENIJA;40-44;2024M04;137648
SLOVENIJA;40-44;2024M05;137456
SLOVENIJA;40-44;2024M06;137170
SLOVENIJA;40-44;2024M07;136825
SLOVENIJA;40-44;2024M08;136484
SLOVENIJA;40-44;2024M09;136707
SLOVENIJA;40-44;2024M10;136437
SLOVENIJA;40-44;2024M11;136311
SLOVENIJA;40-44;2024M12;135580
SLOVENIJA;40-44;2025M01;135091
SLOVENIJA;45-49;2010M01;127651
SLOVENIJA;45-49;2010M02;127594
SLOVENIJA;45-49;2010M03;127715
SLOVENIJA;45-49;2010M04;128343
SLOVENIJA;45-49;2010M05;128627
SLOVENIJA;45-49;2010M06;129011
SLOVENIJA;45-49;2010M07;129017
SLOVENIJA;45-49;2010M08;129123
SLOVENIJA;45-49;2010M09;129478
SLOVENIJA;45-49;2010M10;129327
SLOVENIJA;45-49;2010M11;129306
SLOVENIJA;45-49;2010M12;129007
SLOVENIJA;45-49;2011M01;129725
SLOVENIJA;45-49;2011M02;129785
SLOVENIJA;45-49;2011M03;129761
SLOVENIJA;45-49;2011M04;130301
SLOVENIJA;45-49;2011M05;130786
SLOVENIJA;45-49;2011M06;130885
SLOVENIJA;45-49;2011M07;130578
SLOVENIJA;45-49;2011M08;130609
SLOVENIJA;45-49;2011M09;130750
SLOVENIJA;45-49;2011M10;130493
SLOVENIJA;45-49;2011M11;130325
SLOVENIJA;45-49;2011M12;129796
SLOVENIJA;45-49;2012M01;129114
SLOVENIJA;45-49;2012M02;129144
SLOVENIJA;45-49;2012M03;129435
SLOVENIJA;45-49;2012M04;129842
SLOVENIJA;45-49;2012M05;129893
SLOVENIJA;45-49;2012M06;129784
SLOVENIJA;45-49;2012M07;129357
SLOVENIJA;45-49;2012M08;129410
SLOVENIJA;45-49;2012M09;129482
SLOVENIJA;45-49;2012M10;129238
SLOVENIJA;45-49;2012M11;129085
SLOVENIJA;45-49;2012M12;128041
SLOVENIJA;45-49;2013M01;127671
SLOVENIJA;45-49;2013M02;127776
SLOVENIJA;45-49;2013M03;127728
SLOVENIJA;45-49;2013M04;127972
SLOVENIJA;45-49;2013M05;128067
SLOVENIJA;45-49;2013M06;127969
SLOVENIJA;45-49;2013M07;127534
SLOVENIJA;45-49;2013M08;127254
SLOVENIJA;45-49;2013M09;127352
SLOVENIJA;45-49;2013M10;127355
SLOVENIJA;45-49;2013M11;127170
SLOVENIJA;45-49;2013M12;126352
SLOVENIJA;45-49;2014M01;124509
SLOVENIJA;45-49;2014M02;124398
SLOVENIJA;45-49;2014M03;124838
SLOVENIJA;45-49;2014M04;126279
SLOVENIJA;45-49;2014M05;126406
SLOVENIJA;45-49;2014M06;126337
SLOVENIJA;45-49;2014M07;126077
SLOVENIJA;45-49;2014M08;125915
SLOVENIJA;45-49;2014M09;126106
SLOVENIJA;45-49;2014M10;125500
SLOVENIJA;45-49;2014M11;125340
SLOVENIJA;45-49;2014M12;124495
SLOVENIJA;45-49;2015M01;123241
SLOVENIJA;45-49;2015M02;123317
SLOVENIJA;45-49;2015M03;123733
SLOVENIJA;45-49;2015M04;123539
SLOVENIJA;45-49;2015M05;123474
SLOVENIJA;45-49;2015M06;123448
SLOVENIJA;45-49;2015M07;123104
SLOVENIJA;45-49;2015M08;122834
SLOVENIJA;45-49;2015M09;122723
SLOVENIJA;45-49;2015M10;122064
SLOVENIJA;45-49;2015M11;121984
SLOVENIJA;45-49;2015M12;120885
SLOVENIJA;45-49;2016M01;119810
SLOVENIJA;45-49;2016M02;119870
SLOVENIJA;45-49;2016M03;120507
SLOVENIJA;45-49;2016M04;120726
SLOVENIJA;45-49;2016M05;120771
SLOVENIJA;45-49;2016M06;120745
SLOVENIJA;45-49;2016M07;120231
SLOVENIJA;45-49;2016M08;120190
SLOVENIJA;45-49;2016M09;120553
SLOVENIJA;45-49;2016M10;120638
SLOVENIJA;45-49;2016M11;120608
SLOVENIJA;45-49;2016M12;119661
SLOVENIJA;45-49;2017M01;119119
SLOVENIJA;45-49;2017M02;119342
SLOVENIJA;45-49;2017M03;120294
SLOVENIJA;45-49;2017M04;121353
SLOVENIJA;45-49;2017M05;121576
SLOVENIJA;45-49;2017M06;121836
SLOVENIJA;45-49;2017M07;121527
SLOVENIJA;45-49;2017M08;121661
SLOVENIJA;45-49;2017M09;122097
SLOVENIJA;45-49;2017M10;122324
SLOVENIJA;45-49;2017M11;122230
SLOVENIJA;45-49;2017M12;121513
SLOVENIJA;45-49;2018M01;121193
SLOVENIJA;45-49;2018M02;121241
SLOVENIJA;45-49;2018M03;121997
SLOVENIJA;45-49;2018M04;122791
SLOVENIJA;45-49;2018M05;123001
SLOVENIJA;45-49;2018M06;123327
SLOVENIJA;45-49;2018M07;123154
SLOVENIJA;45-49;2018M08;123417
SLOVENIJA;45-49;2018M09;123863
SLOVENIJA;45-49;2018M10;124551
SLOVENIJA;45-49;2018M11;124690
SLOVENIJA;45-49;2018M12;124651
SLOVENIJA;45-49;2019M01;123879
SLOVENIJA;45-49;2019M02;124217
SLOVENIJA;45-49;2019M03;124820
SLOVENIJA;45-49;2019M04;125070
SLOVENIJA;45-49;2019M05;125513
SLOVENIJA;45-49;2019M06;125668
SLOVENIJA;45-49;2019M07;125372
SLOVENIJA;45-49;2019M08;125571
SLOVENIJA;45-49;2019M09;125999
SLOVENIJA;45-49;2019M10;126361
SLOVENIJA;45-49;2019M11;126334
SLOVENIJA;45-49;2019M12;126424
SLOVENIJA;45-49;2020M01;125388
SLOVENIJA;45-49;2020M02;125892
SLOVENIJA;45-49;2020M03;125925
SLOVENIJA;45-49;2020M04;125046
SLOVENIJA;45-49;2020M05;125142
SLOVENIJA;45-49;2020M06;125172
SLOVENIJA;45-49;2020M07;125192
SLOVENIJA;45-49;2020M08;125500
SLOVENIJA;45-49;2020M09;126513
SLOVENIJA;45-49;2020M10;126760
SLOVENIJA;45-49;2020M11;126822
SLOVENIJA;45-49;2020M12;127091
SLOVENIJA;45-49;2021M01;126432
SLOVENIJA;45-49;2021M02;127137
SLOVENIJA;45-49;2021M03;127916
SLOVENIJA;45-49;2021M04;128517
SLOVENIJA;45-49;2021M05;129264
SLOVENIJA;45-49;2021M06;129857
SLOVENIJA;45-49;2021M07;130052
SLOVENIJA;45-49;2021M08;130477
SLOVENIJA;45-49;2021M09;131021
SLOVENIJA;45-49;2021M10;131310
SLOVENIJA;45-49;2021M11;131469
SLOVENIJA;45-49;2021M12;131754
SLOVENIJA;45-49;2022M01;131319
SLOVENIJA;45-49;2022M02;131763
SLOVENIJA;45-49;2022M03;132177
SLOVENIJA;45-49;2022M04;132626
SLOVENIJA;45-49;2022M05;133147
SLOVENIJA;45-49;2022M06;133509
SLOVENIJA;45-49;2022M07;133629
SLOVENIJA;45-49;2022M08;133719
SLOVENIJA;45-49;2022M09;134033
SLOVENIJA;45-49;2022M10;134308
SLOVENIJA;45-49;2022M11;134457
SLOVENIJA;45-49;2022M12;135087
SLOVENIJA;45-49;2023M01;134686
SLOVENIJA;45-49;2023M02;135060
SLOVENIJA;45-49;2023M03;135509
SLOVENIJA;45-49;2023M04;135837
SLOVENIJA;45-49;2023M05;136134
SLOVENIJA;45-49;2023M06;136396
SLOVENIJA;45-49;2023M07;136395
SLOVENIJA;45-49;2023M08;136473
SLOVENIJA;45-49;2023M09;137104
SLOVENIJA;45-49;2023M10;137405
SLOVENIJA;45-49;2023M11;137507
SLOVENIJA;45-49;2023M12;137923
SLOVENIJA;45-49;2024M01;138162
SLOVENIJA;45-49;2024M02;138637
SLOVENIJA;45-49;2024M03;139332
SLOVENIJA;45-49;2024M04;139794
SLOVENIJA;45-49;2024M05;140215
SLOVENIJA;45-49;2024M06;140571
SLOVENIJA;45-49;2024M07;140575
SLOVENIJA;45-49;2024M08;140683
SLOVENIJA;45-49;2024M09;141073
SLOVENIJA;45-49;2024M10;141305
SLOVENIJA;45-49;2024M11;141365
SLOVENIJA;45-49;2024M12;140884
SLOVENIJA;45-49;2025M01;140807
SLOVENIJA;50-54;2010M01;111163
SLOVENIJA;50-54;2010M02;111436
SLOVENIJA;50-54;2010M03;111663
SLOVENIJA;50-54;2010M04;112272
SLOVENIJA;50-54;2010M05;112308
SLOVENIJA;50-54;2010M06;112442
SLOVENIJA;50-54;2010M07;112173
SLOVENIJA;50-54;2010M08;112087
SLOVENIJA;50-54;2010M09;112219
SLOVENIJA;50-54;2010M10;111892
SLOVENIJA;50-54;2010M11;111362
SLOVENIJA;50-54;2010M12;109204
SLOVENIJA;50-54;2011M01;110256
SLOVENIJA;50-54;2011M02;110477
SLOVENIJA;50-54;2011M03;110949
SLOVENIJA;50-54;2011M04;111728
SLOVENIJA;50-54;2011M05;112064
SLOVENIJA;50-54;2011M06;112317
SLOVENIJA;50-54;2011M07;111621
SLOVENIJA;50-54;2011M08;111802
SLOVENIJA;50-54;2011M09;112030
SLOVENIJA;50-54;2011M10;111950
SLOVENIJA;50-54;2011M11;112023
SLOVENIJA;50-54;2011M12;111853
SLOVENIJA;50-54;2012M01;111445
SLOVENIJA;50-54;2012M02;111721
SLOVENIJA;50-54;2012M03;112216
SLOVENIJA;50-54;2012M04;112854
SLOVENIJA;50-54;2012M05;113030
SLOVENIJA;50-54;2012M06;113262
SLOVENIJA;50-54;2012M07;113009
SLOVENIJA;50-54;2012M08;113255
SLOVENIJA;50-54;2012M09;113440
SLOVENIJA;50-54;2012M10;113505
SLOVENIJA;50-54;2012M11;113244
SLOVENIJA;50-54;2012M12;112178
SLOVENIJA;50-54;2013M01;111833
SLOVENIJA;50-54;2013M02;112147
SLOVENIJA;50-54;2013M03;112753
SLOVENIJA;50-54;2013M04;113782
SLOVENIJA;50-54;2013M05;114411
SLOVENIJA;50-54;2013M06;115047
SLOVENIJA;50-54;2013M07;115194
SLOVENIJA;50-54;2013M08;115394
SLOVENIJA;50-54;2013M09;115834
SLOVENIJA;50-54;2013M10;115969
SLOVENIJA;50-54;2013M11;116077
SLOVENIJA;50-54;2013M12;115525
SLOVENIJA;50-54;2014M01;113626
SLOVENIJA;50-54;2014M02;113911
SLOVENIJA;50-54;2014M03;114430
SLOVENIJA;50-54;2014M04;115991
SLOVENIJA;50-54;2014M05;116804
SLOVENIJA;50-54;2014M06;117212
SLOVENIJA;50-54;2014M07;117455
SLOVENIJA;50-54;2014M08;117542
SLOVENIJA;50-54;2014M09;118010
SLOVENIJA;50-54;2014M10;117788
SLOVENIJA;50-54;2014M11;118014
SLOVENIJA;50-54;2014M12;117211
SLOVENIJA;50-54;2015M01;116267
SLOVENIJA;50-54;2015M02;116560
SLOVENIJA;50-54;2015M03;117229
SLOVENIJA;50-54;2015M04;117255
SLOVENIJA;50-54;2015M05;117736
SLOVENIJA;50-54;2015M06;118180
SLOVENIJA;50-54;2015M07;118233
SLOVENIJA;50-54;2015M08;118516
SLOVENIJA;50-54;2015M09;118956
SLOVENIJA;50-54;2015M10;118526
SLOVENIJA;50-54;2015M11;118846
SLOVENIJA;50-54;2015M12;118288
SLOVENIJA;50-54;2016M01;117438
SLOVENIJA;50-54;2016M02;117920
SLOVENIJA;50-54;2016M03;118626
SLOVENIJA;50-54;2016M04;119107
SLOVENIJA;50-54;2016M05;119691
SLOVENIJA;50-54;2016M06;120103
SLOVENIJA;50-54;2016M07;120143
SLOVENIJA;50-54;2016M08;120519
SLOVENIJA;50-54;2016M09;121049
SLOVENIJA;50-54;2016M10;121458
SLOVENIJA;50-54;2016M11;121632
SLOVENIJA;50-54;2016M12;120978
SLOVENIJA;50-54;2017M01;120508
SLOVENIJA;50-54;2017M02;120966
SLOVENIJA;50-54;2017M03;121821
SLOVENIJA;50-54;2017M04;123379
SLOVENIJA;50-54;2017M05;123814
SLOVENIJA;50-54;2017M06;124170
SLOVENIJA;50-54;2017M07;123819
SLOVENIJA;50-54;2017M08;124066
SLOVENIJA;50-54;2017M09;124419
SLOVENIJA;50-54;2017M10;124580
SLOVENIJA;50-54;2017M11;124808
SLOVENIJA;50-54;2017M12;124121
SLOVENIJA;50-54;2018M01;124018
SLOVENIJA;50-54;2018M02;124354
SLOVENIJA;50-54;2018M03;124987
SLOVENIJA;50-54;2018M04;125792
SLOVENIJA;50-54;2018M05;125882
SLOVENIJA;50-54;2018M06;125974
SLOVENIJA;50-54;2018M07;125315
SLOVENIJA;50-54;2018M08;125364
SLOVENIJA;50-54;2018M09;125585
SLOVENIJA;50-54;2018M10;126337
SLOVENIJA;50-54;2018M11;126378
SLOVENIJA;50-54;2018M12;126134
SLOVENIJA;50-54;2019M01;125000
SLOVENIJA;50-54;2019M02;125139
SLOVENIJA;50-54;2019M03;125795
SLOVENIJA;50-54;2019M04;125989
SLOVENIJA;50-54;2019M05;126095
SLOVENIJA;50-54;2019M06;126198
SLOVENIJA;50-54;2019M07;125705
SLOVENIJA;50-54;2019M08;125649
SLOVENIJA;50-54;2019M09;125763
SLOVENIJA;50-54;2019M10;125847
SLOVENIJA;50-54;2019M11;125686
SLOVENIJA;50-54;2019M12;125683
SLOVENIJA;50-54;2020M01;123833
SLOVENIJA;50-54;2020M02;124034
SLOVENIJA;50-54;2020M03;123732
SLOVENIJA;50-54;2020M04;122912
SLOVENIJA;50-54;2020M05;122625
SLOVENIJA;50-54;2020M06;122475
SLOVENIJA;50-54;2020M07;122231
SLOVENIJA;50-54;2020M08;121945
SLOVENIJA;50-54;2020M09;121874
SLOVENIJA;50-54;2020M10;121779
SLOVENIJA;50-54;2020M11;121548
SLOVENIJA;50-54;2020M12;121457
SLOVENIJA;50-54;2021M01;120580
SLOVENIJA;50-54;2021M02;120675
SLOVENIJA;50-54;2021M03;121104
SLOVENIJA;50-54;2021M04;121162
SLOVENIJA;50-54;2021M05;121230
SLOVENIJA;50-54;2021M06;121406
SLOVENIJA;50-54;2021M07;121323
SLOVENIJA;50-54;2021M08;121329
SLOVENIJA;50-54;2021M09;121602
SLOVENIJA;50-54;2021M10;121701
SLOVENIJA;50-54;2021M11;121687
SLOVENIJA;50-54;2021M12;121833
SLOVENIJA;50-54;2022M01;121144
SLOVENIJA;50-54;2022M02;121389
SLOVENIJA;50-54;2022M03;121652
SLOVENIJA;50-54;2022M04;121878
SLOVENIJA;50-54;2022M05;121903
SLOVENIJA;50-54;2022M06;122118
SLOVENIJA;50-54;2022M07;122244
SLOVENIJA;50-54;2022M08;122327
SLOVENIJA;50-54;2022M09;122683
SLOVENIJA;50-54;2022M10;122880
SLOVENIJA;50-54;2022M11;122798
SLOVENIJA;50-54;2022M12;123104
SLOVENIJA;50-54;2023M01;122491
SLOVENIJA;50-54;2023M02;122680
SLOVENIJA;50-54;2023M03;123041
SLOVENIJA;50-54;2023M04;123319
SLOVENIJA;50-54;2023M05;123492
SLOVENIJA;50-54;2023M06;123774
SLOVENIJA;50-54;2023M07;123963
SLOVENIJA;50-54;2023M08;124130
SLOVENIJA;50-54;2023M09;124443
SLOVENIJA;50-54;2023M10;124646
SLOVENIJA;50-54;2023M11;124671
SLOVENIJA;50-54;2023M12;124930
SLOVENIJA;50-54;2024M01;124977
SLOVENIJA;50-54;2024M02;125416
SLOVENIJA;50-54;2024M03;125787
SLOVENIJA;50-54;2024M04;126113
SLOVENIJA;50-54;2024M05;126496
SLOVENIJA;50-54;2024M06;126658
SLOVENIJA;50-54;2024M07;126637
SLOVENIJA;50-54;2024M08;126955
SLOVENIJA;50-54;2024M09;127322
SLOVENIJA;50-54;2024M10;127544
SLOVENIJA;50-54;2024M11;127627
SLOVENIJA;50-54;2024M12;127437
SLOVENIJA;50-54;2025M01;127634
SLOVENIJA;55-59;2010M01;59892
SLOVENIJA;55-59;2010M02;60402
SLOVENIJA;55-59;2010M03;61124
SLOVENIJA;55-59;2010M04;62017
SLOVENIJA;55-59;2010M05;62599
SLOVENIJA;55-59;2010M06;63100
SLOVENIJA;55-59;2010M07;62607
SLOVENIJA;55-59;2010M08;62637
SLOVENIJA;55-59;2010M09;62461
SLOVENIJA;55-59;2010M10;61829
SLOVENIJA;55-59;2010M11;60958
SLOVENIJA;55-59;2010M12;54451
SLOVENIJA;55-59;2011M01;55323
SLOVENIJA;55-59;2011M02;56011
SLOVENIJA;55-59;2011M03;56938
SLOVENIJA;55-59;2011M04;58011
SLOVENIJA;55-59;2011M05;58943
SLOVENIJA;55-59;2011M06;59654
SLOVENIJA;55-59;2011M07;59641
SLOVENIJA;55-59;2011M08;60151
SLOVENIJA;55-59;2011M09;60795
SLOVENIJA;55-59;2011M10;61180
SLOVENIJA;55-59;2011M11;61525
SLOVENIJA;55-59;2011M12;61112
SLOVENIJA;55-59;2012M01;60703
SLOVENIJA;55-59;2012M02;61422
SLOVENIJA;55-59;2012M03;62360
SLOVENIJA;55-59;2012M04;63275
SLOVENIJA;55-59;2012M05;63867
SLOVENIJA;55-59;2012M06;64444
SLOVENIJA;55-59;2012M07;63744
SLOVENIJA;55-59;2012M08;64030
SLOVENIJA;55-59;2012M09;63618
SLOVENIJA;55-59;2012M10;63143
SLOVENIJA;55-59;2012M11;62824
SLOVENIJA;55-59;2012M12;59629
SLOVENIJA;55-59;2013M01;60224
SLOVENIJA;55-59;2013M02;61086
SLOVENIJA;55-59;2013M03;62064
SLOVENIJA;55-59;2013M04;63060
SLOVENIJA;55-59;2013M05;64191
SLOVENIJA;55-59;2013M06;64994
SLOVENIJA;55-59;2013M07;65289
SLOVENIJA;55-59;2013M08;65884
SLOVENIJA;55-59;2013M09;66590
SLOVENIJA;55-59;2013M10;67311
SLOVENIJA;55-59;2013M11;67718
SLOVENIJA;55-59;2013M12;67245
SLOVENIJA;55-59;2014M01;66977
SLOVENIJA;55-59;2014M02;67955
SLOVENIJA;55-59;2014M03;69059
SLOVENIJA;55-59;2014M04;71040
SLOVENIJA;55-59;2014M05;71997
SLOVENIJA;55-59;2014M06;72864
SLOVENIJA;55-59;2014M07;73454
