MERITVE;STATISTIČNA REGIJA;LETO;DATA
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2016;70482
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2017;73056
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2018;76223
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2019;78406
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2020;77070
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2021;77782
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2022;80453
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2023;81410
Število delovno aktivnih prebivalcev (po delovnem mestu);Gorenjska;2024;81209
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2008;18426
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2009;18424
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2010;17825
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2011;16970
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2012;16421
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2013;16180
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2014;16139
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2015;16231
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2016;16287
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2017;16565
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2018;16823
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2019;17023
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2020;16770
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2021;16888
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2022;17203
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2023;17270
Število delovno aktivnih prebivalcev (po delovnem mestu);Primorsko-notranjska;2024;17248
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2008;50268
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2009;48230
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2010;46517
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2011;45535
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2012;44415
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2013;43096
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2014;43170
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2015;43445
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2016;44107
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2017;45845
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2018;46235
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2019;47406
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2020;47183
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2021;47596
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2022;48733
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2023;49024
Število delovno aktivnih prebivalcev (po delovnem mestu);Goriška;2024;48863
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2008;47459
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2009;47345
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2010;46637
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2011;45710
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2012;43785
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2013;41875
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2014;42093
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2015;42924
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2016;44840
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2017;46164
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2018;47297
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2019;48320
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2020;46411
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2021;46424
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2022;47344
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2023;48118
Število delovno aktivnih prebivalcev (po delovnem mestu);Obalno-kraška;2024;48576
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2008;789863
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2009;767373
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2010;747194
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2011;729050
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2012;717043
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2013;698724
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2014;703040
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2015;713076
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2016;730526
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2017;755291
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2018;780203
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2019;801909
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2020;794623
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2021;804432
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2022;824134
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2023;833363
Število zaposlenih oseb (po delovnem mestu);SLOVENIJA;2024;841278
Število zaposlenih oseb (po delovnem mestu);Pomurska;2008;36005
Število zaposlenih oseb (po delovnem mestu);Pomurska;2009;34192
Število zaposlenih oseb (po delovnem mestu);Pomurska;2010;32387
Število zaposlenih oseb (po delovnem mestu);Pomurska;2011;32045
Število zaposlenih oseb (po delovnem mestu);Pomurska;2012;31821
Število zaposlenih oseb (po delovnem mestu);Pomurska;2013;30882
Število zaposlenih oseb (po delovnem mestu);Pomurska;2014;30368
Število zaposlenih oseb (po delovnem mestu);Pomurska;2015;30161
Število zaposlenih oseb (po delovnem mestu);Pomurska;2016;30691
Število zaposlenih oseb (po delovnem mestu);Pomurska;2017;31289
Število zaposlenih oseb (po delovnem mestu);Pomurska;2018;31894
Število zaposlenih oseb (po delovnem mestu);Pomurska;2019;32706
Število zaposlenih oseb (po delovnem mestu);Pomurska;2020;32726
Število zaposlenih oseb (po delovnem mestu);Pomurska;2021;33375
Število zaposlenih oseb (po delovnem mestu);Pomurska;2022;33958
Število zaposlenih oseb (po delovnem mestu);Pomurska;2023;34117
Število zaposlenih oseb (po delovnem mestu);Pomurska;2024;34716
Število zaposlenih oseb (po delovnem mestu);Podravska;2008;114923
Število zaposlenih oseb (po delovnem mestu);Podravska;2009;109830
Število zaposlenih oseb (po delovnem mestu);Podravska;2010;106701
Število zaposlenih oseb (po delovnem mestu);Podravska;2011;103719
Število zaposlenih oseb (po delovnem mestu);Podravska;2012;100775
Število zaposlenih oseb (po delovnem mestu);Podravska;2013;97974
Število zaposlenih oseb (po delovnem mestu);Podravska;2014;99539
Število zaposlenih oseb (po delovnem mestu);Podravska;2015;101371
Število zaposlenih oseb (po delovnem mestu);Podravska;2016;102747
Število zaposlenih oseb (po delovnem mestu);Podravska;2017;105131
Število zaposlenih oseb (po delovnem mestu);Podravska;2018;107596
Število zaposlenih oseb (po delovnem mestu);Podravska;2019;110996
Število zaposlenih oseb (po delovnem mestu);Podravska;2020;109409
Število zaposlenih oseb (po delovnem mestu);Podravska;2021;110334
Število zaposlenih oseb (po delovnem mestu);Podravska;2022;113380
Število zaposlenih oseb (po delovnem mestu);Podravska;2023;114458
Število zaposlenih oseb (po delovnem mestu);Podravska;2024;118430
Število zaposlenih oseb (po delovnem mestu);Koroška;2008;24212
Število zaposlenih oseb (po delovnem mestu);Koroška;2009;22825
Število zaposlenih oseb (po delovnem mestu);Koroška;2010;21542
Število zaposlenih oseb (po delovnem mestu);Koroška;2011;20988
Število zaposlenih oseb (po delovnem mestu);Koroška;2012;20989
Število zaposlenih oseb (po delovnem mestu);Koroška;2013;20312
Število zaposlenih oseb (po delovnem mestu);Koroška;2014;20301
Število zaposlenih oseb (po delovnem mestu);Koroška;2015;20488
Število zaposlenih oseb (po delovnem mestu);Koroška;2016;20555
Število zaposlenih oseb (po delovnem mestu);Koroška;2017;21222
Število zaposlenih oseb (po delovnem mestu);Koroška;2018;21838
Število zaposlenih oseb (po delovnem mestu);Koroška;2019;22188
Število zaposlenih oseb (po delovnem mestu);Koroška;2020;21837
Število zaposlenih oseb (po delovnem mestu);Koroška;2021;21931
Število zaposlenih oseb (po delovnem mestu);Koroška;2022;22222
Število zaposlenih oseb (po delovnem mestu);Koroška;2023;22254
Število zaposlenih oseb (po delovnem mestu);Koroška;2024;22246
Število zaposlenih oseb (po delovnem mestu);Savinjska;2008;98977
Število zaposlenih oseb (po delovnem mestu);Savinjska;2009;95591
Število zaposlenih oseb (po delovnem mestu);Savinjska;2010;92068
Število zaposlenih oseb (po delovnem mestu);Savinjska;2011;89371
Število zaposlenih oseb (po delovnem mestu);Savinjska;2012;87397
Število zaposlenih oseb (po delovnem mestu);Savinjska;2013;85063
Število zaposlenih oseb (po delovnem mestu);Savinjska;2014;85458
Število zaposlenih oseb (po delovnem mestu);Savinjska;2015;85248
Število zaposlenih oseb (po delovnem mestu);Savinjska;2016;87531
Število zaposlenih oseb (po delovnem mestu);Savinjska;2017;90101
Število zaposlenih oseb (po delovnem mestu);Savinjska;2018;92359
Število zaposlenih oseb (po delovnem mestu);Savinjska;2019;94872
Število zaposlenih oseb (po delovnem mestu);Savinjska;2020;92981
Število zaposlenih oseb (po delovnem mestu);Savinjska;2021;95052
Število zaposlenih oseb (po delovnem mestu);Savinjska;2022;97246
Število zaposlenih oseb (po delovnem mestu);Savinjska;2023;98177
Število zaposlenih oseb (po delovnem mestu);Savinjska;2024;98349
Število zaposlenih oseb (po delovnem mestu);Zasavska;2008;12264
Število zaposlenih oseb (po delovnem mestu);Zasavska;2009;11556
Število zaposlenih oseb (po delovnem mestu);Zasavska;2010;11119
Število zaposlenih oseb (po delovnem mestu);Zasavska;2011;10720
Število zaposlenih oseb (po delovnem mestu);Zasavska;2012;10293
Število zaposlenih oseb (po delovnem mestu);Zasavska;2013;9766
Število zaposlenih oseb (po delovnem mestu);Zasavska;2014;9397
Število zaposlenih oseb (po delovnem mestu);Zasavska;2015;11981
Število zaposlenih oseb (po delovnem mestu);Zasavska;2016;11951
Število zaposlenih oseb (po delovnem mestu);Zasavska;2017;12035
Število zaposlenih oseb (po delovnem mestu);Zasavska;2018;12301
Število zaposlenih oseb (po delovnem mestu);Zasavska;2019;12440
Število zaposlenih oseb (po delovnem mestu);Zasavska;2020;12417
Število zaposlenih oseb (po delovnem mestu);Zasavska;2021;12624
Število zaposlenih oseb (po delovnem mestu);Zasavska;2022;12966
Število zaposlenih oseb (po delovnem mestu);Zasavska;2023;13217
Število zaposlenih oseb (po delovnem mestu);Zasavska;2024;13274
Število zaposlenih oseb (po delovnem mestu);Posavska;2008;21189
Število zaposlenih oseb (po delovnem mestu);Posavska;2009;20718
Število zaposlenih oseb (po delovnem mestu);Posavska;2010;19909
Število zaposlenih oseb (po delovnem mestu);Posavska;2011;19053
Število zaposlenih oseb (po delovnem mestu);Posavska;2012;18649
Število zaposlenih oseb (po delovnem mestu);Posavska;2013;18085
Število zaposlenih oseb (po delovnem mestu);Posavska;2014;18165
Število zaposlenih oseb (po delovnem mestu);Posavska;2015;19270
Število zaposlenih oseb (po delovnem mestu);Posavska;2016;19847
Število zaposlenih oseb (po delovnem mestu);Posavska;2017;20583
Število zaposlenih oseb (po delovnem mestu);Posavska;2018;21260
Število zaposlenih oseb (po delovnem mestu);Posavska;2019;21747
Število zaposlenih oseb (po delovnem mestu);Posavska;2020;21647
Število zaposlenih oseb (po delovnem mestu);Posavska;2021;22010
Število zaposlenih oseb (po delovnem mestu);Posavska;2022;22839
Število zaposlenih oseb (po delovnem mestu);Posavska;2023;22891
Število zaposlenih oseb (po delovnem mestu);Posavska;2024;23004
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2008;50679
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2009;48500
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2010;47145
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2011;45647
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2012;44527
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2013;43649
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2014;43831
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2015;44959
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2016;46551
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2017;48869
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2018;50731
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2019;52404
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2020;51377
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2021;51315
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2022;51527
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2023;51674
Število zaposlenih oseb (po delovnem mestu);Jugovzhodna Slovenija;2024;51643
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2008;261015
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2009;258910
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2010;254840
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2011;250815
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2012;251344
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2013;246234
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2014;248903
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2015;250180
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2016;256857
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2017;266973
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2018;278628
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2019;286348
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2020;288569
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2021;293254
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2022;300930
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2023;305955
Število zaposlenih oseb (po delovnem mestu);Osrednjeslovenska;2024;309467
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2008;67254
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2009;64342
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2010;63253
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2011;61720
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2012;60067
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2013;59333
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2014;59472
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2015;60461
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2016;61820
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2017;64061
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2018;67000
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2019;69142
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2020;67343
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2021;67792
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2022;70160
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2023;70801
Število zaposlenih oseb (po delovnem mestu);Gorenjska;2024;70322
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2008;16342
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2009;16311
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2010;15795
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2011;14790
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2012;14089
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2013;13757
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2014;13746
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2015;13949
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2016;14159
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2017;14356
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2018;14543
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2019;14778
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2020;14492
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2021;14584
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2022;14856
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2023;14906
Število zaposlenih oseb (po delovnem mestu);Primorsko-notranjska;2024;14851
Število zaposlenih oseb (po delovnem mestu);Goriška;2008;44637
Število zaposlenih oseb (po delovnem mestu);Goriška;2009;42496
Število zaposlenih oseb (po delovnem mestu);Goriška;2010;40904
Število zaposlenih oseb (po delovnem mestu);Goriška;2011;39714
Število zaposlenih oseb (po delovnem mestu);Goriška;2012;38440
Število zaposlenih oseb (po delovnem mestu);Goriška;2013;36965
Število zaposlenih oseb (po delovnem mestu);Goriška;2014;37043
Število zaposlenih oseb (po delovnem mestu);Goriška;2015;37422
Število zaposlenih oseb (po delovnem mestu);Goriška;2016;38245
Število zaposlenih oseb (po delovnem mestu);Goriška;2017;39858
Število zaposlenih oseb (po delovnem mestu);Goriška;2018;40175
Število zaposlenih oseb (po delovnem mestu);Goriška;2019;41379
Število zaposlenih oseb (po delovnem mestu);Goriška;2020;40828
Število zaposlenih oseb (po delovnem mestu);Goriška;2021;41208
Število zaposlenih oseb (po delovnem mestu);Goriška;2022;42264
Število zaposlenih oseb (po delovnem mestu);Goriška;2023;42463
Število zaposlenih oseb (po delovnem mestu);Goriška;2024;42206
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2008;42367
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2009;42104
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2010;41531
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2011;40468
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2012;38651
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2013;36704
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2014;36818
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2015;37587
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2016;39572
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2017;40814
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2018;41879
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2019;42908
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2020;40998
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2021;40953
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2022;41786
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2023;42451
Število zaposlenih oseb (po delovnem mestu);Obalno-kraška;2024;42769
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2008;89394
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2009;90798
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2010;87845
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2011;94917
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2012;92958
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2013;94873
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2014;94752
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2015;91561
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2016;86684
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2017;90163
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2018;92569
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2019;92320
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2020;94296
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2021;95830
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2022;97864
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2023;100375
Število samozaposlenih oseb (po delovnem mestu);SLOVENIJA;2024;102730
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2008;7459
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2009;7351
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2010;6803
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2011;7705
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2012;6113
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2013;6149
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2014;6015
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2015;5412
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2016;4629
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2017;4955
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2018;5137
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2019;4983
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2020;5121
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2021;5035
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2022;4978
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2023;4973
Število samozaposlenih oseb (po delovnem mestu);Pomurska;2024;4959
Število samozaposlenih oseb (po delovnem mestu);Podravska;2008;14965
Število samozaposlenih oseb (po delovnem mestu);Podravska;2009;15065
Število samozaposlenih oseb (po delovnem mestu);Podravska;2010;14305
Število samozaposlenih oseb (po delovnem mestu);Podravska;2011;15725
Število samozaposlenih oseb (po delovnem mestu);Podravska;2012;14787
Število samozaposlenih oseb (po delovnem mestu);Podravska;2013;14978
Število samozaposlenih oseb (po delovnem mestu);Podravska;2014;14515
Število samozaposlenih oseb (po delovnem mestu);Podravska;2015;13650
Število samozaposlenih oseb (po delovnem mestu);Podravska;2016;12466
Število samozaposlenih oseb (po delovnem mestu);Podravska;2017;13056
Število samozaposlenih oseb (po delovnem mestu);Podravska;2018;13387
Število samozaposlenih oseb (po delovnem mestu);Podravska;2019;13261
Število samozaposlenih oseb (po delovnem mestu);Podravska;2020;13348
Število samozaposlenih oseb (po delovnem mestu);Podravska;2021;13544
Število samozaposlenih oseb (po delovnem mestu);Podravska;2022;13735
Število samozaposlenih oseb (po delovnem mestu);Podravska;2023;14079
Število samozaposlenih oseb (po delovnem mestu);Podravska;2024;14362
Število samozaposlenih oseb (po delovnem mestu);Koroška;2008;3067
Število samozaposlenih oseb (po delovnem mestu);Koroška;2009;3120
Število samozaposlenih oseb (po delovnem mestu);Koroška;2010;3070
Število samozaposlenih oseb (po delovnem mestu);Koroška;2011;3271
Število samozaposlenih oseb (po delovnem mestu);Koroška;2012;3486
Število samozaposlenih oseb (po delovnem mestu);Koroška;2013;3491
Število samozaposlenih oseb (po delovnem mestu);Koroška;2014;3422
Število samozaposlenih oseb (po delovnem mestu);Koroška;2015;3201
Število samozaposlenih oseb (po delovnem mestu);Koroška;2016;2904
Število samozaposlenih oseb (po delovnem mestu);Koroška;2017;2963
Število samozaposlenih oseb (po delovnem mestu);Koroška;2018;2958
Število samozaposlenih oseb (po delovnem mestu);Koroška;2019;2897
Število samozaposlenih oseb (po delovnem mestu);Koroška;2020;3326
Število samozaposlenih oseb (po delovnem mestu);Koroška;2021;3369
Število samozaposlenih oseb (po delovnem mestu);Koroška;2022;3392
Število samozaposlenih oseb (po delovnem mestu);Koroška;2023;3408
Število samozaposlenih oseb (po delovnem mestu);Koroška;2024;3430
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2008;12493
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2009;12550
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2010;12088
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2011;13060
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2012;12992
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2013;13325
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2014;13104
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2015;11868
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2016;10928
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2017;11353
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2018;11657
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2019;11564
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2020;11854
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2021;12060
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2022;12288
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2023;12603
Število samozaposlenih oseb (po delovnem mestu);Savinjska;2024;12944
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2008;1226
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2009;1270
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2010;1251
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2011;1306
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2012;1473
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2013;1521
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2014;1508
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2015;2185
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2016;1966
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2017;2011
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2018;2070
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2019;2066
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2020;1961
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2021;1968
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2022;2012
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2023;2031
Število samozaposlenih oseb (po delovnem mestu);Zasavska;2024;2066
Število samozaposlenih oseb (po delovnem mestu);Posavska;2008;3967
Število samozaposlenih oseb (po delovnem mestu);Posavska;2009;3940
Število samozaposlenih oseb (po delovnem mestu);Posavska;2010;3718
Število samozaposlenih oseb (po delovnem mestu);Posavska;2011;4147
Število samozaposlenih oseb (po delovnem mestu);Posavska;2012;3987
Število samozaposlenih oseb (po delovnem mestu);Posavska;2013;4124
Število samozaposlenih oseb (po delovnem mestu);Posavska;2014;3895
Število samozaposlenih oseb (po delovnem mestu);Posavska;2015;3885
Število samozaposlenih oseb (po delovnem mestu);Posavska;2016;3428
Število samozaposlenih oseb (po delovnem mestu);Posavska;2017;3601
Število samozaposlenih oseb (po delovnem mestu);Posavska;2018;3739
Število samozaposlenih oseb (po delovnem mestu);Posavska;2019;3624
Število samozaposlenih oseb (po delovnem mestu);Posavska;2020;3381
