MERITVE;STATISTIČNA REGIJA;LETO;DATA
Površina (km2) - 1. januar;SLOVENIJA;2008;20273
Površina (km2) - 1. januar;SLOVENIJA;2009;20273
Površina (km2) - 1. januar;SLOVENIJA;2010;20273
Površina (km2) - 1. januar;SLOVENIJA;2011;20273
Površina (km2) - 1. januar;SLOVENIJA;2012;20273
Površina (km2) - 1. januar;SLOVENIJA;2013;20273
Površina (km2) - 1. januar;SLOVENIJA;2014;20273
Površina (km2) - 1. januar;SLOVENIJA;2015;20273
Površina (km2) - 1. januar;SLOVENIJA;2016;20273
Površina (km2) - 1. januar;SLOVENIJA;2017;20273
Površina (km2) - 1. januar;SLOVENIJA;2018;20273
Površina (km2) - 1. januar;SLOVENIJA;2019;20271
Površina (km2) - 1. januar;SLOVENIJA;2020;20271
Površina (km2) - 1. januar;SLOVENIJA;2021;20271
Površina (km2) - 1. januar;SLOVENIJA;2022;20271
Površina (km2) - 1. januar;SLOVENIJA;2023;20271
Površina (km2) - 1. januar;SLOVENIJA;2024;20271
Površina (km2) - 1. januar;Pomurska;2008;1337
Površina (km2) - 1. januar;Pomurska;2009;1337
Površina (km2) - 1. januar;Pomurska;2010;1337
Površina (km2) - 1. januar;Pomurska;2011;1337
Površina (km2) - 1. januar;Pomurska;2012;1337
Površina (km2) - 1. januar;Pomurska;2013;1337
Površina (km2) - 1. januar;Pomurska;2014;1337
Površina (km2) - 1. januar;Pomurska;2015;1337
Površina (km2) - 1. januar;Pomurska;2016;1337
Površina (km2) - 1. januar;Pomurska;2017;1337
Površina (km2) - 1. januar;Pomurska;2018;1337
Površina (km2) - 1. januar;Pomurska;2019;1336
Površina (km2) - 1. januar;Pomurska;2020;1336
Površina (km2) - 1. januar;Pomurska;2021;1336
Površina (km2) - 1. januar;Pomurska;2022;1336
Površina (km2) - 1. januar;Pomurska;2023;1336
Površina (km2) - 1. januar;Pomurska;2024;1336
Površina (km2) - 1. januar;Podravska;2008;2170
Površina (km2) - 1. januar;Podravska;2009;2170
Površina (km2) - 1. januar;Podravska;2010;2170
Površina (km2) - 1. januar;Podravska;2011;2170
Površina (km2) - 1. januar;Podravska;2012;2170
Površina (km2) - 1. januar;Podravska;2013;2170
Površina (km2) - 1. januar;Podravska;2014;2170
Površina (km2) - 1. januar;Podravska;2015;2170
Površina (km2) - 1. januar;Podravska;2016;2170
Površina (km2) - 1. januar;Podravska;2017;2170
Površina (km2) - 1. januar;Podravska;2018;2170
Površina (km2) - 1. januar;Podravska;2019;2170
Površina (km2) - 1. januar;Podravska;2020;2170
Površina (km2) - 1. januar;Podravska;2021;2170
Površina (km2) - 1. januar;Podravska;2022;2170
Površina (km2) - 1. januar;Podravska;2023;2170
Površina (km2) - 1. januar;Podravska;2024;2170
Površina (km2) - 1. januar;Koroška;2008;1041
Površina (km2) - 1. januar;Koroška;2009;1041
Površina (km2) - 1. januar;Koroška;2010;1041
Površina (km2) - 1. januar;Koroška;2011;1041
Površina (km2) - 1. januar;Koroška;2012;1041
Površina (km2) - 1. januar;Koroška;2013;1041
Površina (km2) - 1. januar;Koroška;2014;1041
Površina (km2) - 1. januar;Koroška;2015;1041
Površina (km2) - 1. januar;Koroška;2016;1041
Površina (km2) - 1. januar;Koroška;2017;1041
Površina (km2) - 1. januar;Koroška;2018;1041
Površina (km2) - 1. januar;Koroška;2019;1041
Površina (km2) - 1. januar;Koroška;2020;1041
Površina (km2) - 1. januar;Koroška;2021;1041
Površina (km2) - 1. januar;Koroška;2022;1041
Površina (km2) - 1. januar;Koroška;2023;1041
Površina (km2) - 1. januar;Koroška;2024;1041
Površina (km2) - 1. januar;Savinjska;2008;2384
Površina (km2) - 1. januar;Savinjska;2009;2384
Površina (km2) - 1. januar;Savinjska;2010;2384
Površina (km2) - 1. januar;Savinjska;2011;2384
Površina (km2) - 1. januar;Savinjska;2012;2384
Površina (km2) - 1. januar;Savinjska;2013;2384
Površina (km2) - 1. januar;Savinjska;2014;2384
Površina (km2) - 1. januar;Savinjska;2015;2301
Površina (km2) - 1. januar;Savinjska;2016;2301
Površina (km2) - 1. januar;Savinjska;2017;2301
Površina (km2) - 1. januar;Savinjska;2018;2301
Površina (km2) - 1. januar;Savinjska;2019;2301
Površina (km2) - 1. januar;Savinjska;2020;2301
Površina (km2) - 1. januar;Savinjska;2021;2301
Površina (km2) - 1. januar;Savinjska;2022;2301
Površina (km2) - 1. januar;Savinjska;2023;2301
Površina (km2) - 1. januar;Savinjska;2024;2301
Površina (km2) - 1. januar;Zasavska;2008;264
Površina (km2) - 1. januar;Zasavska;2009;264
Površina (km2) - 1. januar;Zasavska;2010;264
Površina (km2) - 1. januar;Zasavska;2011;264
Površina (km2) - 1. januar;Zasavska;2012;264
Površina (km2) - 1. januar;Zasavska;2013;264
Površina (km2) - 1. januar;Zasavska;2014;264
Površina (km2) - 1. januar;Zasavska;2015;485
Površina (km2) - 1. januar;Zasavska;2016;485
Površina (km2) - 1. januar;Zasavska;2017;485
Površina (km2) - 1. januar;Zasavska;2018;485
Površina (km2) - 1. januar;Zasavska;2019;485
Površina (km2) - 1. januar;Zasavska;2020;485
Površina (km2) - 1. januar;Zasavska;2021;485
Površina (km2) - 1. januar;Zasavska;2022;485
Površina (km2) - 1. januar;Zasavska;2023;485
Površina (km2) - 1. januar;Zasavska;2024;485
Površina (km2) - 1. januar;Posavska;2008;885
Površina (km2) - 1. januar;Posavska;2009;885
Površina (km2) - 1. januar;Posavska;2010;885
Površina (km2) - 1. januar;Posavska;2011;885
Površina (km2) - 1. januar;Posavska;2012;885
Površina (km2) - 1. januar;Posavska;2013;885
Površina (km2) - 1. januar;Posavska;2014;885
Površina (km2) - 1. januar;Posavska;2015;968
Površina (km2) - 1. januar;Posavska;2016;968
Površina (km2) - 1. januar;Posavska;2017;968
Površina (km2) - 1. januar;Posavska;2018;968
Površina (km2) - 1. januar;Posavska;2019;968
Površina (km2) - 1. januar;Posavska;2020;968
Površina (km2) - 1. januar;Posavska;2021;968
Površina (km2) - 1. januar;Posavska;2022;968
Površina (km2) - 1. januar;Posavska;2023;968
Površina (km2) - 1. januar;Posavska;2024;968
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2008;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2009;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2010;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2011;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2012;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2013;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2014;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2015;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2016;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2017;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2018;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2019;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2020;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2021;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2022;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2023;2675
Površina (km2) - 1. januar;Jugovzhodna Slovenija;2024;2675
Površina (km2) - 1. januar;Osrednjeslovenska;2008;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2009;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2010;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2011;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2012;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2013;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2014;2555
Površina (km2) - 1. januar;Osrednjeslovenska;2015;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2016;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2017;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2018;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2019;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2020;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2021;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2022;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2023;2334
Površina (km2) - 1. januar;Osrednjeslovenska;2024;2334
Površina (km2) - 1. januar;Gorenjska;2008;2137
Površina (km2) - 1. januar;Gorenjska;2009;2137
Površina (km2) - 1. januar;Gorenjska;2010;2137
Površina (km2) - 1. januar;Gorenjska;2011;2137
Površina (km2) - 1. januar;Gorenjska;2012;2137
Površina (km2) - 1. januar;Gorenjska;2013;2137
Površina (km2) - 1. januar;Gorenjska;2014;2137
Površina (km2) - 1. januar;Gorenjska;2015;2137
Površina (km2) - 1. januar;Gorenjska;2016;2137
Površina (km2) - 1. januar;Gorenjska;2017;2137
Površina (km2) - 1. januar;Gorenjska;2018;2137
Površina (km2) - 1. januar;Gorenjska;2019;2137
Površina (km2) - 1. januar;Gorenjska;2020;2137
Površina (km2) - 1. januar;Gorenjska;2021;2137
Površina (km2) - 1. januar;Gorenjska;2022;2137
Površina (km2) - 1. januar;Gorenjska;2023;2137
Površina (km2) - 1. januar;Gorenjska;2024;2137
Površina (km2) - 1. januar;Primorsko-notranjska;2008;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2009;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2010;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2011;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2012;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2013;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2014;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2015;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2016;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2017;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2018;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2019;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2020;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2021;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2022;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2023;1456
Površina (km2) - 1. januar;Primorsko-notranjska;2024;1456
Površina (km2) - 1. januar;Goriška;2008;2325
Površina (km2) - 1. januar;Goriška;2009;2325
Površina (km2) - 1. januar;Goriška;2010;2325
Površina (km2) - 1. januar;Goriška;2011;2325
Površina (km2) - 1. januar;Goriška;2012;2325
Površina (km2) - 1. januar;Goriška;2013;2325
Površina (km2) - 1. januar;Goriška;2014;2325
Površina (km2) - 1. januar;Goriška;2015;2325
Površina (km2) - 1. januar;Goriška;2016;2325
Površina (km2) - 1. januar;Goriška;2017;2325
Površina (km2) - 1. januar;Goriška;2018;2325
Površina (km2) - 1. januar;Goriška;2019;2325
Površina (km2) - 1. januar;Goriška;2020;2326
Površina (km2) - 1. januar;Goriška;2021;2325
Površina (km2) - 1. januar;Goriška;2022;2325
Površina (km2) - 1. januar;Goriška;2023;2325
Površina (km2) - 1. januar;Goriška;2024;2325
Površina (km2) - 1. januar;Obalno-kraška;2008;1044
Površina (km2) - 1. januar;Obalno-kraška;2009;1044
Površina (km2) - 1. januar;Obalno-kraška;2010;1044
Površina (km2) - 1. januar;Obalno-kraška;2011;1044
Površina (km2) - 1. januar;Obalno-kraška;2012;1044
Površina (km2) - 1. januar;Obalno-kraška;2013;1044
Površina (km2) - 1. januar;Obalno-kraška;2014;1044
Površina (km2) - 1. januar;Obalno-kraška;2015;1044
Površina (km2) - 1. januar;Obalno-kraška;2016;1044
Površina (km2) - 1. januar;Obalno-kraška;2017;1044
Površina (km2) - 1. januar;Obalno-kraška;2018;1044
Površina (km2) - 1. januar;Obalno-kraška;2019;1043
Površina (km2) - 1. januar;Obalno-kraška;2020;1043
Površina (km2) - 1. januar;Obalno-kraška;2021;1043
Površina (km2) - 1. januar;Obalno-kraška;2022;1043
Površina (km2) - 1. januar;Obalno-kraška;2023;1043
Površina (km2) - 1. januar;Obalno-kraška;2024;1043
Število prebivalcev - 1. januar;SLOVENIJA;2008;2025866
Število prebivalcev - 1. januar;SLOVENIJA;2009;2032362
Število prebivalcev - 1. januar;SLOVENIJA;2010;2046976
Število prebivalcev - 1. januar;SLOVENIJA;2011;2050189
Število prebivalcev - 1. januar;SLOVENIJA;2012;2055496
Število prebivalcev - 1. januar;SLOVENIJA;2013;2058821
Število prebivalcev - 1. januar;SLOVENIJA;2014;2061085
Število prebivalcev - 1. januar;SLOVENIJA;2015;2062874
Število prebivalcev - 1. januar;SLOVENIJA;2016;2064188
Število prebivalcev - 1. januar;SLOVENIJA;2017;2065895
Število prebivalcev - 1. januar;SLOVENIJA;2018;2066880
Število prebivalcev - 1. januar;SLOVENIJA;2019;2080908
Število prebivalcev - 1. januar;SLOVENIJA;2020;2095861
Število prebivalcev - 1. januar;SLOVENIJA;2021;2108977
Število prebivalcev - 1. januar;SLOVENIJA;2022;2107180
Število prebivalcev - 1. januar;SLOVENIJA;2023;2116972
Število prebivalcev - 1. januar;SLOVENIJA;2024;2123949
Število prebivalcev - 1. januar;Pomurska;2008;121824
Število prebivalcev - 1. januar;Pomurska;2009;119537
Število prebivalcev - 1. januar;Pomurska;2010;119548
Število prebivalcev - 1. januar;Pomurska;2011;119145
Število prebivalcev - 1. januar;Pomurska;2012;118988
Število prebivalcev - 1. januar;Pomurska;2013;118022
Število prebivalcev - 1. januar;Pomurska;2014;117133
Število prebivalcev - 1. januar;Pomurska;2015;116670
Število prebivalcev - 1. januar;Pomurska;2016;116078
Število prebivalcev - 1. januar;Pomurska;2017;115477
Število prebivalcev - 1. januar;Pomurska;2018;114776
Število prebivalcev - 1. januar;Pomurska;2019;114287
Število prebivalcev - 1. januar;Pomurska;2020;114238
Število prebivalcev - 1. januar;Pomurska;2021;114725
Število prebivalcev - 1. januar;Pomurska;2022;114226
Število prebivalcev - 1. januar;Pomurska;2023;114104
Število prebivalcev - 1. januar;Pomurska;2024;113668
Število prebivalcev - 1. januar;Podravska;2008;321781
Število prebivalcev - 1. januar;Podravska;2009;322900
Število prebivalcev - 1. januar;Podravska;2010;323343
Število prebivalcev - 1. januar;Podravska;2011;323119
Število prebivalcev - 1. januar;Podravska;2012;323534
Število prebivalcev - 1. januar;Podravska;2013;323238
Število prebivalcev - 1. januar;Podravska;2014;323328
Število prebivalcev - 1. januar;Podravska;2015;323356
Število prebivalcev - 1. januar;Podravska;2016;322553
Število prebivalcev - 1. januar;Podravska;2017;322043
Število prebivalcev - 1. januar;Podravska;2018;322058
Število prebivalcev - 1. januar;Podravska;2019;324104
Število prebivalcev - 1. januar;Podravska;2020;325994
Število prebivalcev - 1. januar;Podravska;2021;328469
Število prebivalcev - 1. januar;Podravska;2022;327998
Število prebivalcev - 1. januar;Podravska;2023;329014
Število prebivalcev - 1. januar;Podravska;2024;330572
Število prebivalcev - 1. januar;Koroška;2008;73714
Število prebivalcev - 1. januar;Koroška;2009;72481
Število prebivalcev - 1. januar;Koroška;2010;72812
Število prebivalcev - 1. januar;Koroška;2011;72494
Število prebivalcev - 1. januar;Koroška;2012;72364
Število prebivalcev - 1. januar;Koroška;2013;72100
Število prebivalcev - 1. januar;Koroška;2014;71546
Število prebivalcev - 1. januar;Koroška;2015;71303
Število prebivalcev - 1. januar;Koroška;2016;71040
Število prebivalcev - 1. januar;Koroška;2017;70761
Število prebivalcev - 1. januar;Koroška;2018;70550
Število prebivalcev - 1. januar;Koroška;2019;70588
Število prebivalcev - 1. januar;Koroška;2020;70755
Število prebivalcev - 1. januar;Koroška;2021;70635
Število prebivalcev - 1. januar;Koroška;2022;70571
Število prebivalcev - 1. januar;Koroška;2023;70718
Število prebivalcev - 1. januar;Koroška;2024;70492
Število prebivalcev - 1. januar;Savinjska;2008;261243
Število prebivalcev - 1. januar;Savinjska;2009;258845
Število prebivalcev - 1. januar;Savinjska;2010;260025
Število prebivalcev - 1. januar;Savinjska;2011;259726
Število prebivalcev - 1. januar;Savinjska;2012;260253
Število prebivalcev - 1. januar;Savinjska;2013;260217
Število prebivalcev - 1. januar;Savinjska;2014;259853
Število prebivalcev - 1. januar;Savinjska;2015;253975
Število prebivalcev - 1. januar;Savinjska;2016;254318
Število prebivalcev - 1. januar;Savinjska;2017;254761
Število prebivalcev - 1. januar;Savinjska;2018;254760
Število prebivalcev - 1. januar;Savinjska;2019;256359
Število prebivalcev - 1. januar;Savinjska;2020;257847
Število prebivalcev - 1. januar;Savinjska;2021;258908
Število prebivalcev - 1. januar;Savinjska;2022;258699
Število prebivalcev - 1. januar;Savinjska;2023;260132
Število prebivalcev - 1. januar;Savinjska;2024;261786
Število prebivalcev - 1. januar;Zasavska;2008;45226
Število prebivalcev - 1. januar;Zasavska;2009;44750
Število prebivalcev - 1. januar;Zasavska;2010;44706
Število prebivalcev - 1. januar;Zasavska;2011;44222
Število prebivalcev - 1. januar;Zasavska;2012;43926
Število prebivalcev - 1. januar;Zasavska;2013;43502
Število prebivalcev - 1. januar;Zasavska;2014;42983
Število prebivalcev - 1. januar;Zasavska;2015;57711
Število prebivalcev - 1. januar;Zasavska;2016;57404
Število prebivalcev - 1. januar;Zasavska;2017;57280
Število prebivalcev - 1. januar;Zasavska;2018;57061
Število prebivalcev - 1. januar;Zasavska;2019;56962
Število prebivalcev - 1. januar;Zasavska;2020;57156
Število prebivalcev - 1. januar;Zasavska;2021;57204
Število prebivalcev - 1. januar;Zasavska;2022;56883
Število prebivalcev - 1. januar;Zasavska;2023;57091
Število prebivalcev - 1. januar;Zasavska;2024;57243
Število prebivalcev - 1. januar;Posavska;2008;70353
Število prebivalcev - 1. januar;Posavska;2009;69900
Število prebivalcev - 1. januar;Posavska;2010;70192
Število prebivalcev - 1. januar;Posavska;2011;70167
Število prebivalcev - 1. januar;Posavska;2012;70164
Število prebivalcev - 1. januar;Posavska;2013;70211
Število prebivalcev - 1. januar;Posavska;2014;69958
Število prebivalcev - 1. januar;Posavska;2015;75619
Število prebivalcev - 1. januar;Posavska;2016;75711
Število prebivalcev - 1. januar;Posavska;2017;75544
Število prebivalcev - 1. januar;Posavska;2018;75359
Število prebivalcev - 1. januar;Posavska;2019;75559
Število prebivalcev - 1. januar;Posavska;2020;75824
Število prebivalcev - 1. januar;Posavska;2021;75928
Število prebivalcev - 1. januar;Posavska;2022;75824
Število prebivalcev - 1. januar;Posavska;2023;75987
Število prebivalcev - 1. januar;Posavska;2024;76027
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2008;141547
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2009;141166
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2010;142092
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2011;142483
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2012;142680
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2013;142509
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2014;142405
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2015;142373
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2016;142566
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2017;142711
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2018;142819
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2019;144032
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2020;145357
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2021;145923
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2022;146252
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2023;147088
Število prebivalcev - 1. januar;Jugovzhodna Slovenija;2024;147789
Število prebivalcev - 1. januar;Osrednjeslovenska;2008;508607
Število prebivalcev - 1. januar;Osrednjeslovenska;2009;521965
Število prebivalcev - 1. januar;Osrednjeslovenska;2010;529646
Število prebivalcev - 1. januar;Osrednjeslovenska;2011;533213
Število prebivalcev - 1. januar;Osrednjeslovenska;2012;536484
Število prebivalcev - 1. januar;Osrednjeslovenska;2013;541718
Število prebivalcev - 1. januar;Osrednjeslovenska;2014;546314
Število prebivalcev - 1. januar;Osrednjeslovenska;2015;534518
Število prebivalcev - 1. januar;Osrednjeslovenska;2016;537023
Število prebivalcev - 1. januar;Osrednjeslovenska;2017;539672
Število prebivalcev - 1. januar;Osrednjeslovenska;2018;542306
Število prebivalcev - 1. januar;Osrednjeslovenska;2019;549171
Število prebivalcev - 1. januar;Osrednjeslovenska;2020;555274
Število prebivalcev - 1. januar;Osrednjeslovenska;2021;555948
Število prebivalcev - 1. januar;Osrednjeslovenska;2022;555213
Število prebivalcev - 1. januar;Osrednjeslovenska;2023;561407
Število prebivalcev - 1. januar;Osrednjeslovenska;2024;565353
Število prebivalcev - 1. januar;Gorenjska;2008;201254
Število prebivalcev - 1. januar;Gorenjska;2009;201779
Število prebivalcev - 1. januar;Gorenjska;2010;202903
Število prebivalcev - 1. januar;Gorenjska;2011;203427
Število prebivalcev - 1. januar;Gorenjska;2012;204057
Število prebivalcev - 1. januar;Gorenjska;2013;203984
Število prebivalcev - 1. januar;Gorenjska;2014;203894
Število prebivalcev - 1. januar;Gorenjska;2015;203850
Število prebivalcev - 1. januar;Gorenjska;2016;203838
Število prebivalcev - 1. januar;Gorenjska;2017;203800
Število prebivalcev - 1. januar;Gorenjska;2018;203636
Število prebivalcev - 1. januar;Gorenjska;2019;204670
Število prebivalcev - 1. januar;Gorenjska;2020;206621
Število prebivalcev - 1. januar;Gorenjska;2021;211069
Število prebivalcev - 1. januar;Gorenjska;2022;211227
Število prebivalcev - 1. januar;Gorenjska;2023;210188
Število prebivalcev - 1. januar;Gorenjska;2024;209451
Število prebivalcev - 1. januar;Primorsko-notranjska;2008;52083
Število prebivalcev - 1. januar;Primorsko-notranjska;2009;51728
Število prebivalcev - 1. januar;Primorsko-notranjska;2010;52217
Število prebivalcev - 1. januar;Primorsko-notranjska;2011;52287
Število prebivalcev - 1. januar;Primorsko-notranjska;2012;52387
Število prebivalcev - 1. januar;Primorsko-notranjska;2013;52382
Število prebivalcev - 1. januar;Primorsko-notranjska;2014;52449
Število prebivalcev - 1. januar;Primorsko-notranjska;2015;52538
Število prebivalcev - 1. januar;Primorsko-notranjska;2016;52523
Število prebivalcev - 1. januar;Primorsko-notranjska;2017;52582
Število prebivalcev - 1. januar;Primorsko-notranjska;2018;52334
Število prebivalcev - 1. januar;Primorsko-notranjska;2019;52544
Število prebivalcev - 1. januar;Primorsko-notranjska;2020;52841
Število prebivalcev - 1. januar;Primorsko-notranjska;2021;53254
Število prebivalcev - 1. januar;Primorsko-notranjska;2022;53334
Število prebivalcev - 1. januar;Primorsko-notranjska;2023;53751
Število prebivalcev - 1. januar;Primorsko-notranjska;2024;54109
Število prebivalcev - 1. januar;Goriška;2008;120329
Število prebivalcev - 1. januar;Goriška;2009;118533
Število prebivalcev - 1. januar;Goriška;2010;119080
Število prebivalcev - 1. januar;Goriška;2011;119146
Število prebivalcev - 1. januar;Goriška;2012;119236
Število prebivalcev - 1. januar;Goriška;2013;119002
Število prebivalcev - 1. januar;Goriška;2014;118374
Število prebivalcev - 1. januar;Goriška;2015;118188
Število prebivalcev - 1. januar;Goriška;2016;118064
Število prebivalcev - 1. januar;Goriška;2017;117747
Število prebivalcev - 1. januar;Goriška;2018;117260
Število prebivalcev - 1. januar;Goriška;2019;117616
Število prebivalcev - 1. januar;Goriška;2020;118041
Število prebivalcev - 1. januar;Goriška;2021;118525
Število prebivalcev - 1. januar;Goriška;2022;118313
Število prebivalcev - 1. januar;Goriška;2023;118436
Število prebivalcev - 1. januar;Goriška;2024;118254
Število prebivalcev - 1. januar;Obalno-kraška;2008;107905
Število prebivalcev - 1. januar;Obalno-kraška;2009;108778
Število prebivalcev - 1. januar;Obalno-kraška;2010;110412
Število prebivalcev - 1. januar;Obalno-kraška;2011;110760
Število prebivalcev - 1. januar;Obalno-kraška;2012;111423
Število prebivalcev - 1. januar;Obalno-kraška;2013;111936
Število prebivalcev - 1. januar;Obalno-kraška;2014;112848
Število prebivalcev - 1. januar;Obalno-kraška;2015;112773
Število prebivalcev - 1. januar;Obalno-kraška;2016;113070
Število prebivalcev - 1. januar;Obalno-kraška;2017;113517
Število prebivalcev - 1. januar;Obalno-kraška;2018;113961
Število prebivalcev - 1. januar;Obalno-kraška;2019;115016
Število prebivalcev - 1. januar;Obalno-kraška;2020;115913
Število prebivalcev - 1. januar;Obalno-kraška;2021;118389
Število prebivalcev - 1. januar;Obalno-kraška;2022;118640
Število prebivalcev - 1. januar;Obalno-kraška;2023;119056
Število prebivalcev - 1. januar;Obalno-kraška;2024;119205
Število prebivalcev - 1. julij;SLOVENIJA;2008;2022629
Število prebivalcev - 1. julij;SLOVENIJA;2009;2042335
Število prebivalcev - 1. julij;SLOVENIJA;2010;2049261
Število prebivalcev - 1. julij;SLOVENIJA;2011;2052496
Število prebivalcev - 1. julij;SLOVENIJA;2012;2056262
Število prebivalcev - 1. julij;SLOVENIJA;2013;2059114
Število prebivalcev - 1. julij;SLOVENIJA;2014;2061623
Število prebivalcev - 1. julij;SLOVENIJA;2015;2063077
Število prebivalcev - 1. julij;SLOVENIJA;2016;2064241
Število prebivalcev - 1. julij;SLOVENIJA;2017;2066161
Število prebivalcev - 1. julij;SLOVENIJA;2018;2070050
Število prebivalcev - 1. julij;SLOVENIJA;2019;2089310
Število prebivalcev - 1. julij;SLOVENIJA;2020;2100126
Število prebivalcev - 1. julij;SLOVENIJA;2021;2107007
Število prebivalcev - 1. julij;SLOVENIJA;2022;2108732
Število prebivalcev - 1. julij;SLOVENIJA;2023;2120937
Število prebivalcev - 1. julij;SLOVENIJA;2024;2126324
Število prebivalcev - 1. julij;Pomurska;2008;120357
Število prebivalcev - 1. julij;Pomurska;2009;119691
Število prebivalcev - 1. julij;Pomurska;2010;119349
Število prebivalcev - 1. julij;Pomurska;2011;119146
Število prebivalcev - 1. julij;Pomurska;2012;118573
Število prebivalcev - 1. julij;Pomurska;2013;117675
Število prebivalcev - 1. julij;Pomurska;2014;117005
Število prebivalcev - 1. julij;Pomurska;2015;116434
Število prebivalcev - 1. julij;Pomurska;2016;115818
Število prebivalcev - 1. julij;Pomurska;2017;115304
Število prebivalcev - 1. julij;Pomurska;2018;114649
Število prebivalcev - 1. julij;Pomurska;2019;114396
Število prebivalcev - 1. julij;Pomurska;2020;114397
Število prebivalcev - 1. julij;Pomurska;2021;114540
Število prebivalcev - 1. julij;Pomurska;2022;114163
Število prebivalcev - 1. julij;Pomurska;2023;113962
Število prebivalcev - 1. julij;Pomurska;2024;113551
Število prebivalcev - 1. julij;Podravska;2008;320873
Število prebivalcev - 1. julij;Podravska;2009;323110
Število prebivalcev - 1. julij;Podravska;2010;322949
Število prebivalcev - 1. julij;Podravska;2011;322843
Število prebivalcev - 1. julij;Podravska;2012;323026
Število prebivalcev - 1. julij;Podravska;2013;322748
Število prebivalcev - 1. julij;Podravska;2014;323034
Število prebivalcev - 1. julij;Podravska;2015;322545
Število prebivalcev - 1. julij;Podravska;2016;321493
Število prebivalcev - 1. julij;Podravska;2017;321420
Število prebivalcev - 1. julij;Podravska;2018;321960
Število prebivalcev - 1. julij;Podravska;2019;324875
Število prebivalcev - 1. julij;Podravska;2020;326510
Število prebivalcev - 1. julij;Podravska;2021;327577
Število prebivalcev - 1. julij;Podravska;2022;327858
Število prebivalcev - 1. julij;Podravska;2023;329753
Število prebivalcev - 1. julij;Podravska;2024;330635
Število prebivalcev - 1. julij;Koroška;2008;72837
Število prebivalcev - 1. julij;Koroška;2009;72839
Število prebivalcev - 1. julij;Koroška;2010;72713
Število prebivalcev - 1. julij;Koroška;2011;72521
Število prebivalcev - 1. julij;Koroška;2012;72267
